seed,fold,feature,raw_feature_desc,lime_importance,time_to_generate
2,1,V4,V4 > 2.70,0.111384,0.045884
2,1,V14,-7.34 < V14 <= -1.17,0.080583,0.045884
2,1,V12,V12 <= -5.41,0.069884,0.045884
2,1,V17,V17 <= -5.81,0.041957,0.045884
2,1,V18,V18 <= -1.75,0.039533,0.045884
2,1,V11,V11 > 2.36,0.033062,0.045884
2,1,V20,V20 <= -0.35,0.030485,0.045884
2,1,Amount,Amount > 1.03,0.030183,0.045884
2,1,V2,-0.13 < V2 <= 0.67,0.024945,0.045884
2,1,V5,V5 <= -1.25,-0.018954,0.045884
2,2,V14,-7.26 < V14 <= -1.21,0.121663,0.047787
2,2,V12,-5.21 < V12 <= -0.91,0.075794,0.047787
2,2,V17,-6.23 < V17 <= -0.51,0.048114,0.047787
2,2,V11,0.79 < V11 <= 2.35,0.034887,0.047787
2,2,Amount,Amount <= -0.27,-0.033614,0.047787
2,2,V8,V8 <= -0.39,0.031957,0.047787
2,2,V3,-0.82 < V3 <= 0.06,0.028100,0.047787
2,2,V4,V4 > 2.55,0.021574,0.047787
2,2,V1,-1.23 < V1 <= -0.33,-0.019943,0.047787
2,2,V9,-1.70 < V9 <= -0.54,0.019287,0.047787
2,3,V14,-7.40 < V14 <= -1.22,0.104039,0.043318
2,3,V11,0.78 < V11 <= 2.39,0.051822,0.043318
2,3,V12,V12 <= -5.46,0.032133,0.043318
2,3,V1,-1.25 < V1 <= -0.32,0.029298,0.043318
2,3,Time,-0.43 < Time <= -0.06,0.022552,0.043318
2,3,V3,-2.72 < V3 <= -0.82,0.022468,0.043318
2,3,Amount,-0.27 < Amount <= -0.01,0.022106,0.043318
2,3,V24,V24 <= -0.54,-0.020676,0.043318
2,3,V4,0.85 < V4 <= 2.61,-0.020490,0.043318
2,3,V17,-5.95 < V17 <= -0.53,-0.018125,0.043318
2,4,V14,-7.06 < V14 <= -1.26,0.104452,0.048271
2,4,V11,0.78 < V11 <= 2.35,0.057485,0.048271
2,4,Amount,Amount > 1.09,-0.051175,0.048271
2,4,V19,-0.44 < V19 <= 0.23,-0.029014,0.048271
2,4,V12,-5.23 < V12 <= -0.89,0.027764,0.048271
2,4,V4,-0.04 < V4 <= 0.84,-0.025185,0.048271
2,4,V3,-2.62 < V3 <= -0.81,0.025169,0.048271
2,4,V13,V13 > 0.47,-0.024920,0.048271
2,4,V22,0.01 < V22 <= 0.49,0.018772,0.048271
2,4,V26,V26 > 0.63,-0.017747,0.048271
2,5,V14,-7.54 < V14 <= -1.19,0.116628,0.043383
2,5,V12,-5.48 < V12 <= -0.98,0.067274,0.043383
2,5,V3,V3 > 0.07,-0.054355,0.043383
2,5,V10,V10 > 0.08,-0.053818,0.043383
2,5,V4,0.87 < V4 <= 2.65,0.037742,0.043383
2,5,V18,V18 <= -1.85,0.028318,0.043383
2,5,V9,-0.55 < V9 <= 0.16,0.025864,0.043383
2,5,V17,-6.16 < V17 <= -0.53,0.024207,0.043383
2,5,V16,-3.55 < V16 <= -0.69,0.023136,0.043383
2,5,V13,-0.59 < V13 <= -0.04,0.022574,0.043383
