seed,fold,feature,shap_importance,time_to_generate
2,1,Time,0.000625,0.017803
2,1,V1,0.008125,0.017803
2,1,V2,0.001875,0.017803
2,1,V3,0.020000,0.017803
2,1,V4,0.126875,0.017803
2,1,V5,0.006250,0.017803
2,1,V6,0.000000,0.017803
2,1,V7,0.002500,0.017803
2,1,V8,0.005625,0.017803
2,1,V9,0.008125,0.017803
2,1,V10,0.035625,0.017803
2,1,V11,0.147500,0.017803
2,1,V12,0.073750,0.017803
2,1,V13,0.000000,0.017803
2,1,V14,0.034375,0.017803
2,1,V15,0.003750,0.017803
2,1,V16,0.001250,0.017803
2,1,V17,0.006875,0.017803
2,1,V18,0.049375,0.017803
2,1,V19,0.001250,0.017803
2,1,V20,0.007500,0.017803
2,1,V21,0.000625,0.017803
2,1,V22,0.001875,0.017803
2,1,V23,0.004375,0.017803
2,1,V24,0.001875,0.017803
2,1,V25,0.000625,0.017803
2,1,V26,0.007500,0.017803
2,1,V27,0.040625,0.017803
2,1,V28,0.005625,0.017803
2,1,Amount,0.009375,0.017803
2,2,Time,0.007500,0.016229
2,2,V1,0.003125,0.016229
2,2,V2,0.001875,0.016229
2,2,V3,0.018750,0.016229
2,2,V4,0.129375,0.016229
2,2,V5,0.000000,0.016229
2,2,V6,0.002500,0.016229
2,2,V7,0.000000,0.016229
2,2,V8,0.015625,0.016229
2,2,V9,0.000625,0.016229
2,2,V10,0.058750,0.016229
2,2,V11,0.023125,0.016229
2,2,V12,0.059375,0.016229
2,2,V13,0.006250,0.016229
2,2,V14,0.180625,0.016229
2,2,V15,0.000625,0.016229
2,2,V16,0.003750,0.016229
2,2,V17,0.012500,0.016229
2,2,V18,0.001250,0.016229
2,2,V19,0.000000,0.016229
2,2,V20,0.007500,0.016229
2,2,V21,0.016875,0.016229
2,2,V22,0.001250,0.016229
2,2,V23,0.000000,0.016229
2,2,V24,0.008125,0.016229
2,2,V25,0.000000,0.016229
2,2,V26,0.000625,0.016229
2,2,V27,0.000000,0.016229
2,2,V28,0.031875,0.016229
2,2,Amount,0.018125,0.016229
2,3,Time,0.001250,0.016728
2,3,V1,0.035625,0.016728
2,3,V2,0.005000,0.016728
2,3,V3,0.066875,0.016728
2,3,V4,0.040625,0.016728
2,3,V5,0.000625,0.016728
2,3,V6,0.004375,0.016728
2,3,V7,0.000625,0.016728
2,3,V8,0.014375,0.016728
2,3,V9,0.025625,0.016728
2,3,V10,0.143125,0.016728
2,3,V11,0.077500,0.016728
2,3,V12,0.028750,0.016728
2,3,V13,0.003125,0.016728
2,3,V14,0.102500,0.016728
2,3,V15,0.007500,0.016728
2,3,V16,0.000625,0.016728
2,3,V17,0.066875,0.016728
2,3,V18,0.001250,0.016728
2,3,V19,0.000000,0.016728
2,3,V20,0.001250,0.016728
2,3,V21,0.001875,0.016728
2,3,V22,0.001875,0.016728
2,3,V23,0.005625,0.016728
2,3,V24,0.000625,0.016728
2,3,V25,0.001250,0.016728
2,3,V26,0.003125,0.016728
2,3,V27,0.007500,0.016728
2,3,V28,0.018750,0.016728
2,3,Amount,0.006875,0.016728
2,4,Time,0.000625,0.016289
2,4,V1,0.030000,0.016289
2,4,V2,0.001250,0.016289
2,4,V3,0.068750,0.016289
2,4,V4,0.025625,0.016289
2,4,V5,0.004375,0.016289
2,4,V6,0.001250,0.016289
2,4,V7,0.000000,0.016289
2,4,V8,0.011875,0.016289
2,4,V9,0.000625,0.016289
2,4,V10,0.021875,0.016289
2,4,V11,0.055625,0.016289
2,4,V12,0.076875,0.016289
2,4,V13,0.005625,0.016289
2,4,V14,0.076875,0.016289
2,4,V15,0.000000,0.016289
2,4,V16,0.003750,0.016289
2,4,V17,0.023750,0.016289
2,4,V18,0.003750,0.016289
2,4,V19,0.010000,0.016289
2,4,V20,0.001250,0.016289
2,4,V21,0.004375,0.016289
2,4,V22,0.003750,0.016289
2,4,V23,0.000625,0.016289
2,4,V24,0.059375,0.016289
2,4,V25,0.003125,0.016289
2,4,V26,0.016875,0.016289
2,4,V27,0.000000,0.016289
2,4,V28,0.010625,0.016289
2,4,Amount,0.005000,0.016289
2,5,Time,0.019375,0.015988
2,5,V1,0.002500,0.015988
2,5,V2,0.010000,0.015988
2,5,V3,0.183750,0.015988
2,5,V4,0.111875,0.015988
2,5,V5,0.001250,0.015988
2,5,V6,0.001875,0.015988
2,5,V7,0.000625,0.015988
2,5,V8,0.149375,0.015988
2,5,V9,0.000625,0.015988
2,5,V10,0.003125,0.015988
2,5,V11,0.026875,0.015988
2,5,V12,0.011250,0.015988
2,5,V13,0.016250,0.015988
2,5,V14,0.142500,0.015988
2,5,V15,0.001875,0.015988
2,5,V16,0.023750,0.015988
2,5,V17,0.003750,0.015988
2,5,V18,0.008125,0.015988
2,5,V19,0.003125,0.015988
2,5,V20,0.000000,0.015988
2,5,V21,0.045625,0.015988
2,5,V22,0.038750,0.015988
2,5,V23,0.001875,0.015988
2,5,V24,0.026250,0.015988
2,5,V25,0.028125,0.015988
2,5,V26,0.001250,0.015988
2,5,V27,0.000625,0.015988
2,5,V28,0.003125,0.015988
2,5,Amount,0.003750,0.015988
