seed,fold,balanced_accuracy,sensitivity_recall,specificity,precision,f1,auprc
2,1,0.955150,0.929293,0.981007,0.078498,0.144768,0.073071
2,2,0.949976,0.919192,0.980761,0.076793,0.141745,0.070728
2,3,0.934671,0.887755,0.981587,0.076720,0.141234,0.068301
2,4,0.933124,0.887755,0.978492,0.066412,0.123580,0.059151
2,5,0.933985,0.887755,0.980216,0.071782,0.132824,0.063918
