seed,fold,balanced_accuracy,sensitivity_recall,specificity,precision,f1,auprc
5,1,0.946978,0.919192,0.974764,0.059633,0.112000,0.054955
5,2,0.935874,0.898990,0.972759,0.054335,0.102476,0.049022
5,3,0.953110,0.928571,0.977648,0.066814,0.124658,0.062164
5,4,0.932658,0.887755,0.977560,0.063830,0.119097,0.056858
5,5,0.932754,0.887755,0.977754,0.064349,0.120000,0.057319
