seed,fold,balanced_accuracy,sensitivity_recall,specificity,precision,f1,auprc
4,1,0.690397,0.625363,0.755431,0.084835,0.149403,0.066160
4,2,0.688803,0.624395,0.753211,0.084017,0.148106,0.065600
4,3,0.694542,0.643842,0.745242,0.083951,0.148535,0.066514
4,4,0.690988,0.629083,0.752893,0.084514,0.149010,0.066146
4,5,0.691939,0.615534,0.768344,0.087885,0.153809,0.067550
