seed,fold,balanced_accuracy,sensitivity_recall,specificity,precision,f1,auprc
1,1,0.924020,0.868687,0.979354,0.068254,0.126564,0.059520
1,2,0.964723,0.949495,0.979952,0.076175,0.141035,0.072416
1,3,0.955027,0.928571,0.981482,0.079545,0.146538,0.073987
1,4,0.944524,0.908163,0.980884,0.075680,0.139717,0.068888
1,5,0.929886,0.877551,0.982220,0.078396,0.143933,0.069007
