seed,fold,feature,raw_feature_desc,lime_importance,time_to_generate
1,1,V14,V14 <= -7.43,0.229959,0.047352
1,1,V10,V10 <= -4.57,0.165973,0.047352
1,1,V12,V12 <= -5.48,0.162451,0.047352
1,1,V4,V4 > 2.68,0.141532,0.047352
1,1,V1,V1 <= -1.30,-0.097358,0.047352
1,1,V5,V5 <= -1.35,-0.087175,0.047352
1,1,V16,V16 <= -3.63,0.084678,0.047352
1,1,V8,V8 <= -0.35,0.076402,0.047352
1,1,V11,V11 > 2.40,0.061750,0.047352
1,1,V9,V9 <= -1.84,0.051072,0.047352
1,2,V14,V14 <= -7.30,0.251484,0.042703
1,2,V12,V12 <= -5.32,0.175758,0.042703
1,2,V4,V4 > 2.55,0.161927,0.042703
1,2,V10,V10 <= -4.52,0.125473,0.042703
1,2,V1,V1 <= -1.26,-0.110593,0.042703
1,2,V5,V5 <= -1.24,-0.103788,0.042703
1,2,V8,V8 <= -0.38,0.077291,0.042703
1,2,V11,V11 > 2.38,0.067987,0.042703
1,2,V16,V16 <= -3.45,0.057750,0.042703
1,2,V9,V9 <= -1.69,0.051221,0.042703
1,3,V14,V14 > 0.06,-0.196076,0.042871
1,3,V10,-0.79 < V10 <= 0.09,-0.056385,0.042871
1,3,V5,-0.32 < V5 <= 0.38,0.043594,0.042871
1,3,V1,-0.33 < V1 <= 0.45,0.042159,0.042871
1,3,V22,V22 > 0.49,0.041151,0.042871
1,3,Time,Time <= -0.42,0.038068,0.042871
1,3,V13,V13 > 0.47,-0.035705,0.042871
1,3,V9,V9 > 0.17,-0.025718,0.042871
1,3,V17,-0.54 < V17 <= 0.34,-0.022225,0.042871
1,3,V3,V3 > 0.08,-0.021140,0.042871
1,4,V14,V14 <= -7.16,0.251111,0.042706
1,4,V10,V10 <= -4.45,0.214244,0.042706
1,4,V12,V12 <= -5.33,0.164093,0.042706
1,4,V4,V4 > 2.63,0.158460,0.042706
1,4,V1,V1 <= -1.18,-0.092443,0.042706
1,4,V5,V5 <= -1.26,-0.082039,0.042706
1,4,V8,V8 <= -0.39,0.080100,0.042706
1,4,V9,V9 <= -1.81,0.056447,0.042706
1,4,V17,V17 <= -5.83,0.041730,0.042706
1,4,V3,V3 <= -2.70,0.040556,0.042706
1,5,V14,V14 <= -7.25,0.258590,0.042626
1,5,V12,V12 <= -5.27,0.170620,0.042626
1,5,V4,V4 > 2.59,0.160964,0.042626
1,5,V10,V10 <= -4.35,0.128617,0.042626
1,5,V5,V5 <= -1.33,-0.093901,0.042626
1,5,V8,V8 > 1.57,-0.087518,0.042626
1,5,V17,V17 <= -6.08,0.080741,0.042626
1,5,V9,V9 <= -1.80,0.068981,0.042626
1,5,V16,V16 <= -3.56,0.064817,0.042626
1,5,V1,V1 <= -1.18,-0.061872,0.042626
