seed,fold,balanced_accuracy,sensitivity_recall,specificity,precision,f1,auprc
2,1,0.729753,0.607212,0.852293,0.129704,0.213750,0.092500
2,2,0.691424,0.561955,0.820892,0.102129,0.172845,0.072717
2,3,0.727852,0.700460,0.755245,0.094021,0.165789,0.076340
2,4,0.732342,0.684733,0.779952,0.101397,0.176638,0.080462
2,5,0.685830,0.481974,0.889686,0.136766,0.213071,0.084045
