seed,fold,balanced_accuracy,sensitivity_recall,specificity,precision,f1,auprc
5,1,0.691575,0.599468,0.783683,0.091294,0.158457,0.068741
5,2,0.689046,0.645692,0.732400,0.080439,0.143056,0.064334
5,3,0.692320,0.623034,0.761606,0.086566,0.152012,0.067125
5,4,0.687916,0.634406,0.741426,0.081700,0.144758,0.064624
5,5,0.694553,0.627631,0.761474,0.087105,0.152980,0.067701
