seed,fold,feature,raw_feature_desc,lime_importance,time_to_generate
3,1,card3,card3 <= 0.00,-0.137597,0.029935
3,1,card5,-0.03 < card5 <= 0.00,0.111292,0.029935
3,1,card6,card6 > 2.38,-0.069004,0.029935
3,1,M5,M5 > 0.19,0.067965,0.029935
3,1,PCD,-0.35 < PCD <= 0.11,0.056100,0.029935
3,1,card4,-0.56 < card4 <= 0.02,0.043259,0.029935
3,1,M1,-0.76 < M1 <= 0.01,0.030071,0.029935
3,1,DI,-0.68 < DI <= 0.05,-0.027772,0.029935
3,1,card2,card2 > 0.49,0.024518,0.029935
3,1,TA,0.02 < TA <= 0.98,-0.023077,0.029935
3,2,card3,card3 <= 0.00,-0.169218,0.033561
3,2,TA,TA <= -0.35,-0.085722,0.033561
3,2,card5,-0.03 < card5 <= 0.00,0.073448,0.033561
3,2,M3,-0.56 < M3 <= 0.06,0.043760,0.033561
3,2,card6,card6 > 2.32,-0.036227,0.033561
3,2,PCD,PCD > 34.22,-0.031986,0.033561
3,2,M2,-0.71 < M2 <= 0.00,0.031925,0.033561
3,2,M7,-0.68 < M7 <= 0.03,-0.031567,0.033561
3,2,card1,card1 > 0.47,-0.028479,0.033561
3,2,card4,-0.60 < card4 <= 0.04,0.028063,0.033561
3,3,card3,card3 > 0.00,0.167715,0.029204
3,3,TA,-0.37 < TA <= 0.01,0.144272,0.029204
3,3,PCD,PCD > 25.62,-0.065834,0.029204
3,3,card5,card5 <= -1.00,-0.052942,0.029204
3,3,M5,-0.63 < M5 <= 0.01,-0.047884,0.029204
3,3,card1,card1 <= -0.45,-0.047381,0.029204
3,3,M9,-0.71 < M9 <= 0.02,-0.026246,0.029204
3,3,card6,card6 > 2.44,-0.025901,0.029204
3,3,M6,0.15 < M6 <= 0.41,0.022180,0.029204
3,3,card2,card2 > 0.49,-0.019292,0.029204
3,4,TA,TA <= -0.36,-0.117886,0.029215
3,4,card5,-1.00 < card5 <= -0.03,-0.090180,0.029215
3,4,card3,card3 <= 0.00,-0.077150,0.029215
3,4,card2,card2 > 0.48,-0.059198,0.029215
3,4,DI,-0.68 < DI <= 0.05,0.036892,0.029215
3,4,card4,-0.59 < card4 <= 0.02,0.023609,0.029215
3,4,M3,-0.62 < M3 <= 0.05,-0.023354,0.029215
3,4,card1,card1 <= -0.45,-0.015416,0.029215
3,4,M9,M9 <= -0.72,0.013826,0.029215
3,4,card6,card6 <= -0.11,0.011565,0.029215
3,5,TA,TA <= -0.36,-0.145277,0.029392
3,5,card3,card3 <= 0.00,-0.110461,0.029392
3,5,card1,card1 > 0.48,-0.103326,0.029392
3,5,card5,-0.03 < card5 <= 0.00,0.090382,0.029392
3,5,M5,-0.64 < M5 <= 0.01,-0.050317,0.029392
3,5,DI,DI > 0.24,0.041970,0.029392
3,5,M8,-0.48 < M8 <= 0.16,-0.032087,0.029392
3,5,card4,-0.56 < card4 <= 0.02,0.031824,0.029392
3,5,M3,-0.68 < M3 <= 0.03,0.026272,0.029392
3,5,M9,-0.69 < M9 <= 0.02,-0.011510,0.029392
