seed,fold,balanced_accuracy,sensitivity_recall,specificity,precision,f1,auprc
3,1,0.579661,0.401258,0.758063,0.056717,0.099386,0.043705
3,2,0.560185,0.388190,0.732180,0.049924,0.088470,0.040784
3,3,0.578572,0.375998,0.781145,0.058646,0.101466,0.043887
3,4,0.611618,0.364626,0.858609,0.085518,0.138543,0.053416
3,5,0.602659,0.378418,0.826901,0.073451,0.123024,0.049547
