seed,fold,balanced_accuracy,sensitivity_recall,specificity,precision,f1,auprc
2,1,0.693260,0.643030,0.743490,0.083310,0.147509,0.066059
2,2,0.691952,0.605276,0.778629,0.090185,0.156980,0.068396
2,3,0.693371,0.624970,0.761772,0.086867,0.152533,0.067413
2,4,0.691532,0.624002,0.759061,0.085852,0.150938,0.066729
2,5,0.693225,0.666344,0.720105,0.079469,0.142003,0.064629
