seed,fold,feature,raw_feature_desc,lime_importance,time_to_generate
2,1,PCD,PCD > 26.10,0.174318,0.029101
2,1,M5,M5 <= -0.66,-0.157819,0.029101
2,1,card3,card3 > 0.00,0.151653,0.029101
2,1,M1,M1 <= -0.78,0.102425,0.029101
2,1,DI,DI <= -0.67,-0.091178,0.029101
2,1,M2,M2 <= -0.78,-0.082672,0.029101
2,1,M3,M3 <= -0.61,0.079097,0.029101
2,1,M8,M8 <= -0.48,-0.054721,0.029101
2,1,M9,M9 <= -0.71,0.051718,0.029101
2,1,M4,M4 > 0.14,-0.045126,0.029101
2,2,card3,card3 <= 0.00,-0.149905,0.028093
2,2,M5,M5 > 0.19,0.135479,0.028093
2,2,M1,M1 <= -0.77,0.122007,0.028093
2,2,DI,DI <= -0.72,-0.098182,0.028093
2,2,M6,M6 <= -0.30,-0.098174,0.028093
2,2,M2,M2 <= -0.76,-0.091481,0.028093
2,2,M3,M3 <= -0.62,0.077750,0.028093
2,2,PCD,PCD <= -0.36,-0.074473,0.028093
2,2,M8,M8 <= -0.46,-0.064258,0.028093
2,2,M7,M7 <= -0.73,0.058250,0.028093
2,3,M5,M5 <= -0.65,-0.157059,0.027925
2,3,card3,card3 <= 0.00,-0.151389,0.027925
2,3,M1,M1 <= -0.79,0.148827,0.027925
2,3,M2,M2 <= -0.77,-0.106805,0.027925
2,3,DI,DI <= -0.70,-0.098498,0.027925
2,3,TA,TA > 0.96,0.081469,0.027925
2,3,M3,M3 <= -0.65,0.080694,0.027925
2,3,PCD,PCD <= -0.29,-0.076353,0.027925
2,3,M8,M8 <= -0.46,-0.049384,0.027925
2,3,M7,M7 <= -0.72,0.046255,0.027925
2,4,card3,card3 <= 0.00,-0.151435,0.028964
2,4,M1,M1 <= -0.77,0.137424,0.028964
2,4,M5,M5 > 0.19,0.134844,0.028964
2,4,DI,DI <= -0.70,-0.097037,0.028964
2,4,M6,M6 <= -0.30,-0.094227,0.028964
2,4,M2,M2 <= -0.77,-0.089913,0.028964
2,4,PCD,PCD <= -0.37,-0.070164,0.028964
2,4,M3,M3 <= -0.64,0.059333,0.028964
2,4,M9,M9 <= -0.71,0.056450,0.028964
2,4,M8,M8 <= -0.47,-0.054873,0.028964
2,5,PCD,PCD > 27.26,0.179913,0.028754
2,5,M5,M5 <= -0.65,-0.156155,0.028754
2,5,card3,card3 > 0.00,0.151587,0.028754
2,5,M1,M1 <= -0.74,0.097449,0.028754
2,5,DI,DI <= -0.63,-0.089564,0.028754
2,5,M3,M3 <= -0.55,0.088190,0.028754
2,5,M2,M2 <= -0.76,-0.075155,0.028754
2,5,M8,M8 <= -0.45,-0.057836,0.028754
2,5,M7,M7 <= -0.69,0.054897,0.028754
2,5,M4,M4 > 0.15,-0.046143,0.028754
