seed,fold,balanced_accuracy,sensitivity_recall,specificity,precision,f1,auprc
1,1,0.926961,0.878788,0.975133,0.057961,0.108750,0.051146
1,2,0.962006,0.949495,0.974518,0.060920,0.114495,0.057931
1,3,0.952591,0.928571,0.976610,0.064039,0.119816,0.059588
1,4,0.942765,0.908163,0.977367,0.064680,0.120760,0.058898
1,5,0.927213,0.877551,0.976874,0.061385,0.114743,0.054079
