seed,fold,feature,raw_feature_desc,lime_importance,time_to_generate
1,1,V1,V1 <= -1.30,-0.163862,0.054471
1,1,V14,V14 <= -7.43,0.139928,0.054471
1,1,V17,V17 <= -6.21,0.134635,0.054471
1,1,V10,V10 <= -4.57,0.120152,0.054471
1,1,V12,V12 <= -5.48,0.111440,0.054471
1,1,V5,V5 <= -1.35,-0.099346,0.054471
1,1,V16,V16 <= -3.63,0.090086,0.054471
1,1,V4,V4 > 2.68,0.075991,0.054471
1,1,V7,V7 <= -2.89,0.058879,0.054471
1,1,V8,V8 <= -0.35,0.055794,0.054471
1,2,V1,V1 <= -1.26,-0.178694,0.042693
1,2,V14,V14 <= -7.30,0.162946,0.042693
1,2,V17,V17 <= -5.98,0.141091,0.042693
1,2,V5,V5 <= -1.24,-0.130328,0.042693
1,2,V12,V12 <= -5.32,0.121654,0.042693
1,2,V10,V10 <= -4.52,0.110589,0.042693
1,2,V4,V4 > 2.55,0.089491,0.042693
1,2,V16,V16 <= -3.45,0.088282,0.042693
1,2,V7,V7 <= -2.73,0.073851,0.042693
1,2,V3,V3 <= -2.67,-0.072414,0.042693
1,3,V14,V14 > 0.06,-0.140182,0.042882
1,3,V1,-0.33 < V1 <= 0.45,0.056539,0.042882
1,3,V17,-0.54 < V17 <= 0.34,-0.054538,0.042882
1,3,V10,-0.79 < V10 <= 0.09,-0.052282,0.042882
1,3,V16,V16 > 0.23,-0.044079,0.042882
1,3,V5,-0.32 < V5 <= 0.38,0.041044,0.042882
1,3,V19,V19 <= -0.41,-0.037991,0.042882
1,3,V22,V22 > 0.49,0.032086,0.042882
1,3,V13,V13 > 0.47,-0.029540,0.042882
1,3,Time,Time <= -0.42,0.022134,0.042882
1,4,V1,V1 <= -1.18,-0.177229,0.043710
1,4,V14,V14 <= -7.16,0.166132,0.043710
1,4,V17,V17 <= -5.83,0.156800,0.043710
1,4,V10,V10 <= -4.45,0.148912,0.043710
1,4,V5,V5 <= -1.26,-0.140038,0.043710
1,4,V12,V12 <= -5.33,0.123396,0.043710
1,4,V4,V4 > 2.63,0.096660,0.043710
1,4,V3,V3 <= -2.70,-0.064304,0.043710
1,4,V7,V7 <= -2.69,0.063195,0.043710
1,4,V16,V16 <= -3.51,0.059090,0.043710
1,5,V14,V14 <= -7.25,0.174415,0.042675
1,5,V1,V1 <= -1.18,-0.161379,0.042675
1,5,V17,V17 <= -6.08,0.160273,0.042675
1,5,V5,V5 <= -1.33,-0.154347,0.042675
1,5,V12,V12 <= -5.27,0.133782,0.042675
1,5,V3,V3 <= -2.63,-0.115204,0.042675
1,5,V10,V10 <= -4.35,0.099104,0.042675
1,5,V16,V16 <= -3.56,0.093238,0.042675
1,5,V7,V7 <= -2.53,0.092906,0.042675
1,5,V4,V4 > 2.59,0.086396,0.042675
