seed,fold,feature,shap_importance,time_to_generate
3,1,Time,0.000625,0.676206
3,1,V1,0.005000,0.676206
3,1,V2,0.001875,0.676206
3,1,V3,0.081875,0.676206
3,1,V4,0.001250,0.676206
3,1,V5,0.001875,0.676206
3,1,V6,0.002500,0.676206
3,1,V7,0.010000,0.676206
3,1,V8,0.015625,0.676206
3,1,V9,0.003750,0.676206
3,1,V10,0.078125,0.676206
3,1,V11,0.058750,0.676206
3,1,V12,0.052500,0.676206
3,1,V13,0.002500,0.676206
3,1,V14,0.140625,0.676206
3,1,V15,0.002500,0.676206
3,1,V16,0.013750,0.676206
3,1,V17,0.032500,0.676206
3,1,V18,0.003125,0.676206
3,1,V19,0.000625,0.676206
3,1,V20,0.002500,0.676206
3,1,V21,0.000625,0.676206
3,1,V22,0.001250,0.676206
3,1,V23,0.000625,0.676206
3,1,V24,0.000625,0.676206
3,1,V25,0.000000,0.676206
3,1,V26,0.000000,0.676206
3,1,V27,0.001250,0.676206
3,1,V28,0.001250,0.676206
3,1,Amount,0.010000,0.676206
3,2,Time,0.003125,0.356911
3,2,V1,0.013125,0.356911
3,2,V2,0.003125,0.356911
3,2,V3,0.065625,0.356911
3,2,V4,0.067500,0.356911
3,2,V5,0.008750,0.356911
3,2,V6,0.003125,0.356911
3,2,V7,0.006875,0.356911
3,2,V8,0.018125,0.356911
3,2,V9,0.005000,0.356911
3,2,V10,0.072500,0.356911
3,2,V11,0.058125,0.356911
3,2,V12,0.086875,0.356911
3,2,V13,0.003125,0.356911
3,2,V14,0.108750,0.356911
3,2,V15,0.003125,0.356911
3,2,V16,0.020000,0.356911
3,2,V17,0.015000,0.356911
3,2,V18,0.004375,0.356911
3,2,V19,0.002500,0.356911
3,2,V20,0.004375,0.356911
3,2,V21,0.000625,0.356911
3,2,V22,0.002500,0.356911
3,2,V23,0.000000,0.356911
3,2,V24,0.004375,0.356911
3,2,V25,0.000000,0.356911
3,2,V26,0.005625,0.356911
3,2,V27,0.001250,0.356911
3,2,V28,0.007500,0.356911
3,2,Amount,0.003750,0.356911
3,3,Time,0.001250,0.649879
3,3,V1,0.000625,0.649879
3,3,V2,0.007500,0.649879
3,3,V3,0.055000,0.649879
3,3,V4,0.070625,0.649879
3,3,V5,0.003125,0.649879
3,3,V6,0.000000,0.649879
3,3,V7,0.002500,0.649879
3,3,V8,0.001250,0.649879
3,3,V9,0.000625,0.649879
3,3,V10,0.010000,0.649879
3,3,V11,0.053750,0.649879
3,3,V12,0.074375,0.649879
3,3,V13,0.000625,0.649879
3,3,V14,0.145000,0.649879
3,3,V15,0.002500,0.649879
3,3,V16,0.016875,0.649879
3,3,V17,0.014375,0.649879
3,3,V18,0.001875,0.649879
3,3,V19,0.001250,0.649879
3,3,V20,0.000625,0.649879
3,3,V21,0.004375,0.649879
3,3,V22,0.001250,0.649879
3,3,V23,0.000625,0.649879
3,3,V24,0.001250,0.649879
3,3,V25,0.001250,0.649879
3,3,V26,0.000625,0.649879
3,3,V27,0.000625,0.649879
3,3,V28,0.003750,0.649879
3,3,Amount,0.000000,0.649879
3,4,Time,0.034375,0.347505
3,4,V1,0.015000,0.347505
3,4,V2,0.070625,0.347505
3,4,V3,0.120625,0.347505
3,4,V4,0.153125,0.347505
3,4,V5,0.010625,0.347505
3,4,V6,0.012500,0.347505
3,4,V7,0.015000,0.347505
3,4,V8,0.045625,0.347505
3,4,V9,0.032500,0.347505
3,4,V10,0.030000,0.347505
3,4,V11,0.055000,0.347505
3,4,V12,0.168125,0.347505
3,4,V13,0.007500,0.347505
3,4,V14,0.046875,0.347505
3,4,V15,0.026250,0.347505
3,4,V16,0.022500,0.347505
3,4,V17,0.005000,0.347505
3,4,V18,0.018750,0.347505
3,4,V19,0.016250,0.347505
3,4,V20,0.004375,0.347505
3,4,V21,0.011875,0.347505
3,4,V22,0.028750,0.347505
3,4,V23,0.050000,0.347505
3,4,V24,0.035000,0.347505
3,4,V25,0.011875,0.347505
3,4,V26,0.025625,0.347505
3,4,V27,0.008750,0.347505
3,4,V28,0.022500,0.347505
3,4,Amount,0.026250,0.347505
3,5,Time,0.002500,0.674863
3,5,V1,0.010000,0.674863
3,5,V2,0.000625,0.674863
3,5,V3,0.091250,0.674863
3,5,V4,0.060625,0.674863
3,5,V5,0.001875,0.674863
3,5,V6,0.000625,0.674863
3,5,V7,0.003125,0.674863
3,5,V8,0.012500,0.674863
3,5,V9,0.003125,0.674863
3,5,V10,0.057500,0.674863
3,5,V11,0.069375,0.674863
3,5,V12,0.102500,0.674863
3,5,V13,0.001875,0.674863
3,5,V14,0.067500,0.674863
3,5,V15,0.001250,0.674863
3,5,V16,0.009375,0.674863
3,5,V17,0.013750,0.674863
3,5,V18,0.000000,0.674863
3,5,V19,0.000625,0.674863
3,5,V20,0.003750,0.674863
3,5,V21,0.000625,0.674863
3,5,V22,0.001250,0.674863
3,5,V23,0.001250,0.674863
3,5,V24,0.000625,0.674863
3,5,V25,0.000000,0.674863
3,5,V26,0.004375,0.674863
3,5,V27,0.000625,0.674863
3,5,V28,0.000000,0.674863
3,5,Amount,0.002500,0.674863
