seed,fold,balanced_accuracy,sensitivity_recall,specificity,precision,f1,auprc
3,1,0.893807,0.787879,0.999736,0.838710,0.812500,0.661170
3,2,0.934273,0.868687,0.999859,0.914894,0.891192,0.794984
3,3,0.897836,0.795918,0.999754,0.847826,0.821053,0.675151
3,4,0.913213,0.826531,0.999894,0.931034,0.875676,0.769827
3,5,0.918306,0.836735,0.999877,0.921348,0.877005,0.771205
