seed,fold,feature,raw_feature_desc,lime_importance,time_to_generate
5,1,V4,V4 > 2.49,0.158389,0.059050
5,1,V1,V1 > 0.46,0.065054,0.059050
5,1,V5,V5 > 0.38,0.051947,0.059050
5,1,V10,-0.77 < V10 <= 0.10,-0.051618,0.059050
5,1,V14,-7.10 < V14 <= -1.18,0.049021,0.059050
5,1,Time,Time > 0.52,-0.036671,0.059050
5,1,V16,V16 > 0.23,-0.030393,0.059050
5,1,V11,V11 <= -0.11,-0.028449,0.059050
5,1,Amount,Amount <= -0.27,-0.024569,0.059050
5,1,V18,V18 > 0.33,0.024211,0.059050
5,2,V10,V10 > 0.09,-0.134556,0.042824
5,2,V14,-1.21 < V14 <= 0.05,-0.120091,0.042824
5,2,V12,V12 > 0.08,-0.078833,0.042824
5,2,V5,V5 > 0.41,0.046548,0.042824
5,2,V3,V3 > 0.07,-0.037944,0.042824
5,2,V16,V16 > 0.23,-0.036765,0.042824
5,2,Time,Time > 0.55,-0.032483,0.042824
5,2,V22,V22 > 0.48,0.032112,0.042824
5,2,V4,0.86 < V4 <= 2.67,0.029674,0.042824
5,2,V1,-0.32 < V1 <= 0.47,0.028866,0.042824
5,3,V14,V14 <= -7.22,0.251692,0.053215
5,3,V12,V12 <= -5.28,0.171870,0.053215
5,3,V4,V4 > 2.57,0.138915,0.053215
5,3,V1,V1 <= -1.16,-0.099041,0.053215
5,3,V8,V8 <= -0.40,0.090575,0.053215
5,3,V17,V17 <= -5.79,0.083594,0.053215
5,3,V16,V16 <= -3.34,0.050840,0.053215
5,3,V11,V11 > 2.35,0.049989,0.053215
5,3,V2,V2 > 1.88,0.043110,0.053215
5,3,V6,V6 <= -1.04,0.033728,0.053215
5,4,V14,V14 <= -7.33,0.259582,0.044747
5,4,V12,V12 <= -5.36,0.191285,0.044747
5,4,V4,V4 > 2.63,0.135223,0.044747
5,4,V1,V1 <= -1.24,-0.091879,0.044747
5,4,V8,V8 <= -0.37,0.084029,0.044747
5,4,V11,V11 > 2.39,0.073144,0.044747
5,4,V17,V17 <= -6.14,0.038037,0.044747
5,4,V6,V6 <= -1.08,0.036743,0.044747
5,4,V5,-0.31 < V5 <= 0.38,0.035299,0.044747
5,4,V22,V22 > 0.49,0.030464,0.044747
5,5,V14,V14 <= -7.50,0.242768,0.044314
5,5,V12,V12 <= -5.44,0.171035,0.044314
5,5,V4,V4 > 2.62,0.152002,0.044314
5,5,V16,V16 <= -3.49,0.084676,0.044314
5,5,V1,V1 <= -1.24,-0.084478,0.044314
5,5,V17,V17 <= -5.99,0.058109,0.044314
5,5,V11,V11 > 2.44,0.057994,0.044314
5,5,V8,V8 > 1.59,-0.052047,0.044314
5,5,V2,V2 > 1.98,0.051929,0.044314
5,5,V6,V6 <= -1.07,0.044791,0.044314
