seed,fold,feature,shap_importance,time_to_generate
1,1,Time,0.001250,0.039950
1,1,V1,0.076875,0.039950
1,1,V2,0.047500,0.039950
1,1,V3,0.123750,0.039950
1,1,V4,0.069375,0.039950
1,1,V5,0.021250,0.039950
1,1,V6,0.023750,0.039950
1,1,V7,0.053125,0.039950
1,1,V8,0.006250,0.039950
1,1,V9,0.041875,0.039950
1,1,V10,0.172500,0.039950
1,1,V11,0.183750,0.039950
1,1,V12,0.045625,0.039950
1,1,V13,0.001250,0.039950
1,1,V14,0.122500,0.039950
1,1,V15,0.004375,0.039950
1,1,V16,0.075625,0.039950
1,1,V17,0.005000,0.039950
1,1,V18,0.008125,0.039950
1,1,V19,0.005000,0.039950
1,1,V20,0.026875,0.039950
1,1,V21,0.058125,0.039950
1,1,V22,0.000000,0.039950
1,1,V23,0.009375,0.039950
1,1,V24,0.005000,0.039950
1,1,V25,0.001875,0.039950
1,1,V26,0.032500,0.039950
1,1,V27,0.123750,0.039950
1,1,V28,0.060625,0.039950
1,1,Amount,0.009375,0.039950
1,2,Time,0.003750,0.039722
1,2,V1,0.081250,0.039722
1,2,V2,0.007500,0.039722
1,2,V3,0.014375,0.039722
1,2,V4,0.128125,0.039722
1,2,V5,0.056875,0.039722
1,2,V6,0.008125,0.039722
1,2,V7,0.078750,0.039722
1,2,V8,0.001250,0.039722
1,2,V9,0.024375,0.039722
1,2,V10,0.056875,0.039722
1,2,V11,0.058750,0.039722
1,2,V12,0.133125,0.039722
1,2,V13,0.000000,0.039722
1,2,V14,0.103750,0.039722
1,2,V15,0.006875,0.039722
1,2,V16,0.036250,0.039722
1,2,V17,0.144375,0.039722
1,2,V18,0.035000,0.039722
1,2,V19,0.003750,0.039722
1,2,V20,0.001875,0.039722
1,2,V21,0.057500,0.039722
1,2,V22,0.012500,0.039722
1,2,V23,0.020000,0.039722
1,2,V24,0.008750,0.039722
1,2,V25,0.039375,0.039722
1,2,V26,0.005625,0.039722
1,2,V27,0.019375,0.039722
1,2,V28,0.061250,0.039722
1,2,Amount,0.004375,0.039722
1,3,Time,0.018750,0.026347
1,3,V1,0.041875,0.026347
1,3,V2,0.008125,0.026347
1,3,V3,0.000625,0.026347
1,3,V4,0.003125,0.026347
1,3,V5,0.065625,0.026347
1,3,V6,0.046250,0.026347
1,3,V7,0.019375,0.026347
1,3,V8,0.011875,0.026347
1,3,V9,0.000625,0.026347
1,3,V10,0.061875,0.026347
1,3,V11,0.014375,0.026347
1,3,V12,0.122500,0.026347
1,3,V13,0.035625,0.026347
1,3,V14,0.363750,0.026347
1,3,V15,0.022500,0.026347
1,3,V16,0.019375,0.026347
1,3,V17,0.033125,0.026347
1,3,V18,0.117500,0.026347
1,3,V19,0.110000,0.026347
1,3,V20,0.045625,0.026347
1,3,V21,0.036875,0.026347
1,3,V22,0.038125,0.026347
1,3,V23,0.013750,0.026347
1,3,V24,0.066875,0.026347
1,3,V25,0.038125,0.026347
1,3,V26,0.011875,0.026347
1,3,V27,0.030625,0.026347
1,3,V28,0.048125,0.026347
1,3,Amount,0.005625,0.026347
1,4,Time,0.000000,0.029707
1,4,V1,0.080625,0.029707
1,4,V2,0.014375,0.029707
1,4,V3,0.046875,0.029707
1,4,V4,0.154375,0.029707
1,4,V5,0.022500,0.029707
1,4,V6,0.005625,0.029707
1,4,V7,0.202500,0.029707
1,4,V8,0.019375,0.029707
1,4,V9,0.010000,0.029707
1,4,V10,0.058750,0.029707
1,4,V11,0.066250,0.029707
1,4,V12,0.021875,0.029707
1,4,V13,0.000625,0.029707
1,4,V14,0.083125,0.029707
1,4,V15,0.006875,0.029707
1,4,V16,0.024375,0.029707
1,4,V17,0.015000,0.029707
1,4,V18,0.006250,0.029707
1,4,V19,0.013125,0.029707
1,4,V20,0.020000,0.029707
1,4,V21,0.055625,0.029707
1,4,V22,0.010625,0.029707
1,4,V23,0.005000,0.029707
1,4,V24,0.011250,0.029707
1,4,V25,0.001875,0.029707
1,4,V26,0.001250,0.029707
1,4,V27,0.061250,0.029707
1,4,V28,0.018125,0.029707
1,4,Amount,0.010000,0.029707
1,5,Time,0.005000,0.026318
1,5,V1,0.053750,0.026318
1,5,V2,0.023125,0.026318
1,5,V3,0.048750,0.026318
1,5,V4,0.066875,0.026318
1,5,V5,0.075625,0.026318
1,5,V6,0.005625,0.026318
1,5,V7,0.043750,0.026318
1,5,V8,0.038125,0.026318
1,5,V9,0.033750,0.026318
1,5,V10,0.179375,0.026318
1,5,V11,0.034375,0.026318
1,5,V12,0.028750,0.026318
1,5,V13,0.003125,0.026318
1,5,V14,0.278750,0.026318
1,5,V15,0.001250,0.026318
1,5,V16,0.063750,0.026318
1,5,V17,0.015625,0.026318
1,5,V18,0.018750,0.026318
1,5,V19,0.004375,0.026318
1,5,V20,0.025625,0.026318
1,5,V21,0.041250,0.026318
1,5,V22,0.051250,0.026318
1,5,V23,0.064375,0.026318
1,5,V24,0.008750,0.026318
1,5,V25,0.006250,0.026318
1,5,V26,0.005000,0.026318
1,5,V27,0.008750,0.026318
1,5,V28,0.011250,0.026318
1,5,Amount,0.006250,0.026318
