seed,fold,balanced_accuracy,sensitivity_recall,specificity,precision,f1,auprc
1,1,0.883504,0.767677,0.999332,0.666667,0.713615,0.512188
1,2,0.913860,0.828283,0.999437,0.719298,0.769953,0.596081
1,3,0.892672,0.785714,0.999631,0.785714,0.785714,0.617716
1,4,0.902912,0.806122,0.999701,0.822917,0.814433,0.663705
1,5,0.892690,0.785714,0.999666,0.802083,0.793814,0.630577
