seed,fold,feature,raw_feature_desc,lime_importance,time_to_generate
1,1,V14,V14 <= -7.43,0.249852,0.045478
1,1,V10,V10 <= -4.57,0.244785,0.045478
1,1,V8,V8 <= -0.35,0.180847,0.045478
1,1,V4,V4 > 2.68,0.145895,0.045478
1,1,V7,V7 <= -2.89,0.110490,0.045478
1,1,V16,V16 <= -3.63,0.085737,0.045478
1,1,V1,V1 <= -1.30,-0.072256,0.045478
1,1,V2,V2 > 1.98,-0.067172,0.045478
1,1,V11,V11 > 2.40,0.063883,0.045478
1,1,V21,V21 <= -0.31,-0.061504,0.045478
1,2,V14,V14 <= -7.30,0.259563,0.045827
1,2,V10,V10 <= -4.52,0.187304,0.045827
1,2,V7,V7 <= -2.73,0.124189,0.045827
1,2,V4,V4 > 2.55,0.114708,0.045827
1,2,V8,V8 <= -0.38,0.105369,0.045827
1,2,V1,V1 <= -1.26,-0.104443,0.045827
1,2,V12,V12 <= -5.32,0.096980,0.045827
1,2,V21,V21 <= -0.33,-0.084493,0.045827
1,2,V5,V5 <= -1.24,-0.083412,0.045827
1,2,V11,V11 > 2.38,0.052561,0.045827
1,3,V14,V14 > 0.06,-0.136509,0.045492
1,3,V7,V7 > 0.20,-0.065384,0.045492
1,3,V10,-0.79 < V10 <= 0.09,-0.059818,0.045492
1,3,V13,V13 > 0.47,-0.040554,0.045492
1,3,V27,V27 <= -0.37,0.039875,0.045492
1,3,V21,0.45 < V21 <= 1.59,0.027474,0.045492
1,3,V12,-5.37 < V12 <= -0.93,0.026577,0.045492
1,3,V28,-0.46 < V28 <= 0.23,0.023368,0.045492
1,3,V22,V22 > 0.49,0.022365,0.045492
1,3,Time,Time <= -0.42,-0.021803,0.045492
1,4,V10,V10 <= -4.45,0.184654,0.046525
1,4,V14,V14 <= -7.16,0.183777,0.046525
1,4,V8,V8 <= -0.39,0.140087,0.046525
1,4,V7,V7 <= -2.69,0.138567,0.046525
1,4,V4,V4 > 2.63,0.112589,0.046525
1,4,V5,V5 <= -1.26,-0.079150,0.046525
1,4,V21,V21 <= -0.33,-0.063452,0.046525
1,4,V1,V1 <= -1.18,-0.054931,0.046525
1,4,V11,V11 > 2.33,0.048942,0.046525
1,4,V12,V12 <= -5.33,0.045633,0.046525
1,5,V14,V14 <= -7.25,0.327873,0.047137
1,5,V10,V10 <= -4.35,0.177408,0.047137
1,5,V8,V8 > 1.57,-0.160293,0.047137
1,5,V7,V7 <= -2.53,0.086010,0.047137
1,5,V1,V1 <= -1.18,-0.085302,0.047137
1,5,V4,V4 > 2.59,0.081555,0.047137
1,5,V5,V5 <= -1.33,-0.075441,0.047137
1,5,V2,V2 > 1.91,-0.060022,0.047137
1,5,V21,V21 <= -0.30,-0.051579,0.047137
1,5,V12,V12 <= -5.27,0.048741,0.047137
