seed,fold,balanced_accuracy,sensitivity_recall,specificity,precision,f1,auprc
1,1,0.728550,0.645692,0.811408,0.110417,0.188585,0.083691
1,2,0.730261,0.609632,0.850890,0.129087,0.213059,0.092352
1,3,0.712136,0.574401,0.849871,0.121837,0.201033,0.084877
1,4,0.709088,0.652069,0.766107,0.091813,0.160963,0.072044
1,5,0.718285,0.584321,0.852248,0.125422,0.206516,0.087833
