seed,fold,feature,raw_feature_desc,lime_importance,time_to_generate
2,1,V1,V1 <= -1.17,-0.199592,0.048471
2,1,V17,V17 <= -5.81,0.147175,0.048471
2,1,V12,V12 <= -5.41,0.142926,0.048471
2,1,V5,V5 <= -1.25,-0.130245,0.048471
2,1,V4,V4 > 2.70,0.089852,0.048471
2,1,V16,V16 <= -3.49,0.084461,0.048471
2,1,Amount,Amount > 1.03,0.062219,0.048471
2,1,V9,V9 <= -1.85,0.047895,0.048471
2,1,V20,V20 <= -0.35,0.039324,0.048471
2,1,V6,V6 > 0.25,-0.036709,0.048471
2,2,V4,V4 > 2.55,0.087434,0.043202
2,2,V8,V8 <= -0.39,0.068461,0.043202
2,2,V1,-1.23 < V1 <= -0.33,0.042154,0.043202
2,2,V12,-5.21 < V12 <= -0.91,0.032652,0.043202
2,2,V3,-0.82 < V3 <= 0.06,0.031093,0.043202
2,2,V5,-1.34 < V5 <= -0.30,0.029031,0.043202
2,2,Amount,Amount <= -0.27,-0.026501,0.043202
2,2,V14,-7.26 < V14 <= -1.21,0.024588,0.043202
2,2,V2,0.64 < V2 <= 1.91,-0.021267,0.043202
2,2,V22,-0.49 < V22 <= 0.00,0.019688,0.043202
2,3,V12,V12 <= -5.46,0.130913,0.042830
2,3,V2,V2 > 1.97,0.076674,0.042830
2,3,V9,V9 <= -1.81,0.045666,0.042830
2,3,V8,V8 > 1.58,-0.043485,0.042830
2,3,V1,-1.25 < V1 <= -0.32,0.042772,0.042830
2,3,V14,-7.40 < V14 <= -1.22,0.033534,0.042830
2,3,V5,-1.29 < V5 <= -0.30,0.028037,0.042830
2,3,V23,V23 <= -0.66,-0.024715,0.042830
2,3,V22,V22 <= -0.49,-0.024634,0.042830
2,3,V19,-0.44 < V19 <= 0.23,0.018344,0.042830
2,4,V1,V1 <= -1.16,-0.191308,0.042835
2,4,V17,V17 <= -5.83,0.143675,0.042835
2,4,V14,-7.06 < V14 <= -1.26,0.047113,0.042835
2,4,Amount,Amount > 1.09,0.040970,0.042835
2,4,V9,-0.51 < V9 <= 0.15,-0.034462,0.042835
2,4,V20,V20 <= -0.34,0.030734,0.042835
2,4,V12,-5.23 < V12 <= -0.89,0.030562,0.042835
2,4,V4,-0.04 < V4 <= 0.84,-0.025807,0.042835
2,4,V10,-4.34 < V10 <= -0.81,0.023012,0.042835
2,4,V18,V18 <= -1.75,0.018378,0.042835
2,5,V10,V10 > 0.08,-0.208726,0.042967
2,5,V18,V18 <= -1.85,0.175468,0.042967
2,5,V4,0.87 < V4 <= 2.65,0.052441,0.042967
2,5,V5,-1.32 < V5 <= -0.32,0.034246,0.042967
2,5,V7,-2.75 < V7 <= -0.63,0.021880,0.042967
2,5,V22,0.03 < V22 <= 0.50,0.020065,0.042967
2,5,V27,V27 <= -0.36,-0.019112,0.042967
2,5,Time,-0.43 < Time <= -0.07,0.018211,0.042967
2,5,V11,0.77 < V11 <= 2.42,0.017216,0.042967
2,5,V13,-0.59 < V13 <= -0.04,0.016948,0.042967
