seed,fold,balanced_accuracy,sensitivity_recall,specificity,precision,f1,auprc
5,1,0.934053,0.868687,0.999420,0.722689,0.788991,0.628019
5,2,0.914001,0.828283,0.999719,0.836735,0.832487,0.693351
5,3,0.897854,0.795918,0.999789,0.866667,0.829787,0.690147
5,4,0.902771,0.806122,0.999420,0.705357,0.752381,0.568938
5,5,0.907926,0.816327,0.999525,0.747664,0.780488,0.610654
