seed,fold,balanced_accuracy,sensitivity_recall,specificity,precision,f1,auprc
5,1,0.553824,0.235237,0.872412,0.062653,0.098951,0.041494
5,2,0.625621,0.326476,0.924765,0.135933,0.191946,0.067942
5,3,0.598355,0.343092,0.853617,0.078334,0.127547,0.049863
5,4,0.653054,0.364384,0.941724,0.184831,0.245257,0.089592
5,5,0.623186,0.262279,0.984093,0.374180,0.308393,0.123955
