seed,fold,feature,shap_importance,time_to_generate
3,1,Time,0.021250,0.027324
3,1,V1,0.035625,0.027324
3,1,V2,0.018125,0.027324
3,1,V3,0.073125,0.027324
3,1,V4,0.053125,0.027324
3,1,V5,0.020625,0.027324
3,1,V6,0.000625,0.027324
3,1,V7,0.016875,0.027324
3,1,V8,0.002500,0.027324
3,1,V9,0.013125,0.027324
3,1,V10,0.073750,0.027324
3,1,V11,0.057500,0.027324
3,1,V12,0.040625,0.027324
3,1,V13,0.023750,0.027324
3,1,V14,0.186250,0.027324
3,1,V15,0.039375,0.027324
3,1,V16,0.028750,0.027324
3,1,V17,0.049375,0.027324
3,1,V18,0.028125,0.027324
3,1,V19,0.005625,0.027324
3,1,V20,0.004375,0.027324
3,1,V21,0.011875,0.027324
3,1,V22,0.013750,0.027324
3,1,V23,0.003750,0.027324
3,1,V24,0.009375,0.027324
3,1,V25,0.001875,0.027324
3,1,V26,0.005000,0.027324
3,1,V27,0.023125,0.027324
3,1,V28,0.013125,0.027324
3,1,Amount,0.015625,0.027324
3,2,Time,0.019375,0.067688
3,2,V1,0.024375,0.067688
3,2,V2,0.121875,0.067688
3,2,V3,0.014375,0.067688
3,2,V4,0.108750,0.067688
3,2,V5,0.051250,0.067688
3,2,V6,0.169375,0.067688
3,2,V7,0.183125,0.067688
3,2,V8,0.033125,0.067688
3,2,V9,0.001875,0.067688
3,2,V10,0.044375,0.067688
3,2,V11,0.031250,0.067688
3,2,V12,0.178125,0.067688
3,2,V13,0.045000,0.067688
3,2,V14,0.147500,0.067688
3,2,V15,0.000000,0.067688
3,2,V16,0.043125,0.067688
3,2,V17,0.054375,0.067688
3,2,V18,0.045625,0.067688
3,2,V19,0.002500,0.067688
3,2,V20,0.103750,0.067688
3,2,V21,0.078125,0.067688
3,2,V22,0.048125,0.067688
3,2,V23,0.011250,0.067688
3,2,V24,0.030000,0.067688
3,2,V25,0.028125,0.067688
3,2,V26,0.002500,0.067688
3,2,V27,0.070625,0.067688
3,2,V28,0.020625,0.067688
3,2,Amount,0.003750,0.067688
3,3,Time,0.006875,0.057125
3,3,V1,0.000000,0.057125
3,3,V2,0.002500,0.057125
3,3,V3,0.001875,0.057125
3,3,V4,0.048750,0.057125
3,3,V5,0.017500,0.057125
3,3,V6,0.021250,0.057125
3,3,V7,0.005000,0.057125
3,3,V8,0.037500,0.057125
3,3,V9,0.007500,0.057125
3,3,V10,0.032500,0.057125
3,3,V11,0.064375,0.057125
3,3,V12,0.024375,0.057125
3,3,V13,0.020000,0.057125
3,3,V14,0.276875,0.057125
3,3,V15,0.001875,0.057125
3,3,V16,0.013125,0.057125
3,3,V17,0.015000,0.057125
3,3,V18,0.001875,0.057125
3,3,V19,0.005000,0.057125
3,3,V20,0.005625,0.057125
3,3,V21,0.002500,0.057125
3,3,V22,0.004375,0.057125
3,3,V23,0.000625,0.057125
3,3,V24,0.003750,0.057125
3,3,V25,0.011250,0.057125
3,3,V26,0.008750,0.057125
3,3,V27,0.006250,0.057125
3,3,V28,0.011875,0.057125
3,3,Amount,0.011250,0.057125
3,4,Time,0.002500,0.026843
3,4,V1,0.056875,0.026843
3,4,V2,0.025625,0.026843
3,4,V3,0.005000,0.026843
3,4,V4,0.093750,0.026843
3,4,V5,0.028125,0.026843
3,4,V6,0.060000,0.026843
3,4,V7,0.058125,0.026843
3,4,V8,0.024375,0.026843
3,4,V9,0.003125,0.026843
3,4,V10,0.126875,0.026843
3,4,V11,0.035625,0.026843
3,4,V12,0.056250,0.026843
3,4,V13,0.018125,0.026843
3,4,V14,0.156875,0.026843
3,4,V15,0.025625,0.026843
3,4,V16,0.046875,0.026843
3,4,V17,0.093750,0.026843
3,4,V18,0.116250,0.026843
3,4,V19,0.065000,0.026843
3,4,V20,0.031250,0.026843
3,4,V21,0.011250,0.026843
3,4,V22,0.010625,0.026843
3,4,V23,0.004375,0.026843
3,4,V24,0.130625,0.026843
3,4,V25,0.036875,0.026843
3,4,V26,0.004375,0.026843
3,4,V27,0.016875,0.026843
3,4,V28,0.073750,0.026843
3,4,Amount,0.002500,0.026843
3,5,Time,0.015000,0.064231
3,5,V1,0.105625,0.064231
3,5,V2,0.055625,0.064231
3,5,V3,0.051875,0.064231
3,5,V4,0.148750,0.064231
3,5,V5,0.090000,0.064231
3,5,V6,0.103125,0.064231
3,5,V7,0.106875,0.064231
3,5,V8,0.002500,0.064231
3,5,V9,0.019375,0.064231
3,5,V10,0.049375,0.064231
3,5,V11,0.020625,0.064231
3,5,V12,0.056875,0.064231
3,5,V13,0.039375,0.064231
3,5,V14,0.120000,0.064231
3,5,V15,0.035000,0.064231
3,5,V16,0.007500,0.064231
3,5,V17,0.036250,0.064231
3,5,V18,0.096875,0.064231
3,5,V19,0.003750,0.064231
3,5,V20,0.136250,0.064231
3,5,V21,0.063125,0.064231
3,5,V22,0.083125,0.064231
3,5,V23,0.033125,0.064231
3,5,V24,0.049375,0.064231
3,5,V25,0.006250,0.064231
3,5,V26,0.001875,0.064231
3,5,V27,0.063125,0.064231
3,5,V28,0.015000,0.064231
3,5,Amount,0.015625,0.064231
