seed,fold,balanced_accuracy,sensitivity_recall,specificity,precision,f1,auprc
4,1,0.912946,0.828283,0.997608,0.376147,0.517350,0.311854
4,2,0.912822,0.828283,0.997362,0.353448,0.495468,0.293054
4,3,0.891696,0.785714,0.997679,0.368421,0.501629,0.289842
4,4,0.907003,0.816327,0.997679,0.377358,0.516129,0.308364
4,5,0.840896,0.683673,0.998118,0.385057,0.492647,0.263798
