seed,fold,feature,raw_feature_desc,lime_importance,time_to_generate
4,1,V14,-7.44 < V14 <= -1.18,0.077750,0.044329
4,1,V12,V12 > 0.08,-0.054546,0.044329
4,1,V4,-0.04 < V4 <= 0.84,-0.053808,0.044329
4,1,V10,-0.79 < V10 <= 0.10,-0.043028,0.044329
4,1,V11,0.77 < V11 <= 2.37,0.034260,0.044329
4,1,V19,V19 <= -0.43,0.027113,0.044329
4,1,V22,-0.49 < V22 <= 0.01,0.025962,0.044329
4,1,V3,-0.81 < V3 <= 0.07,0.019715,0.044329
4,1,V17,V17 > 0.37,-0.019274,0.044329
4,1,V13,-0.55 < V13 <= -0.00,0.016142,0.044329
4,2,V14,-7.32 < V14 <= -1.16,0.080285,0.046641
4,2,V4,0.86 < V4 <= 2.55,0.048861,0.046641
4,2,V12,-5.15 < V12 <= -0.87,0.040301,0.046641
4,2,V11,0.75 < V11 <= 2.39,0.034852,0.046641
4,2,V10,-4.34 < V10 <= -0.76,0.024036,0.046641
4,2,V9,-1.75 < V9 <= -0.52,0.023683,0.046641
4,2,V21,0.41 < V21 <= 1.52,-0.022122,0.046641
4,2,V3,-2.66 < V3 <= -0.80,0.020413,0.046641
4,2,Amount,Amount <= -0.28,0.019996,0.046641
4,2,V15,V15 > 0.46,-0.019576,0.046641
4,3,V14,-1.20 < V14 <= 0.07,-0.099121,0.045462
4,3,V3,V3 > 0.07,-0.091109,0.045462
4,3,V10,-0.78 < V10 <= 0.10,-0.056892,0.045462
4,3,V9,-1.62 < V9 <= -0.53,0.028652,0.045462
4,3,V11,0.78 < V11 <= 2.32,0.027891,0.045462
4,3,Time,Time <= -0.42,-0.025943,0.045462
4,3,V25,0.08 < V25 <= 0.56,-0.022536,0.045462
4,3,V21,-0.32 < V21 <= 0.44,0.019858,0.045462
4,3,V27,V27 <= -0.38,0.015051,0.045462
4,3,V17,V17 > 0.37,-0.013384,0.045462
4,4,V14,V14 <= -7.25,0.156973,0.044753
4,4,V12,V12 <= -5.47,0.124934,0.044753
4,4,V17,V17 <= -6.03,0.084486,0.044753
4,4,V11,V11 > 2.36,0.043421,0.044753
4,4,V8,V8 <= -0.39,0.031354,0.044753
4,4,V25,0.03 < V25 <= 0.56,0.026505,0.044753
4,4,V19,0.25 < V19 <= 1.05,0.022337,0.044753
4,4,V13,V13 <= -0.56,-0.022060,0.044753
4,4,V9,V9 > 0.17,0.021800,0.044753
4,4,V18,V18 <= -1.82,0.018090,0.044753
4,5,V14,-7.47 < V14 <= -1.33,0.094453,0.045362
4,5,V12,-5.56 < V12 <= -1.02,0.062378,0.045362
4,5,V11,0.82 < V11 <= 2.40,0.047453,0.045362
4,5,V4,-0.04 < V4 <= 0.88,-0.040105,0.045362
4,5,V16,-3.74 < V16 <= -0.73,0.023243,0.045362
4,5,V19,V19 > 1.09,0.022188,0.045362
4,5,V15,V15 <= -0.47,0.020219,0.045362
4,5,V7,-2.95 < V7 <= -0.66,-0.019592,0.045362
4,5,V10,-4.68 < V10 <= -0.87,0.018438,0.045362
4,5,V3,-0.85 < V3 <= 0.07,0.017312,0.045362
