seed,fold,feature,raw_feature_desc,lime_importance,time_to_generate
1,1,card3,card3 <= 0.00,-0.155550,0.036771
1,1,DI,DI <= -0.66,-0.099169,0.036771
1,1,M1,M1 <= -0.75,0.096815,0.036771
1,1,card6,card6 <= -0.12,-0.089464,0.036771
1,1,M2,M2 <= -0.74,-0.082928,0.036771
1,1,M3,M3 <= -0.62,0.081264,0.036771
1,1,PCD,PCD <= -0.34,-0.073828,0.036771
1,1,M9,M9 <= -0.68,0.059538,0.036771
1,1,M7,M7 <= -0.72,0.054429,0.036771
1,1,M5,0.01 < M5 <= 0.19,0.037539,0.036771
1,2,card3,card3 <= 0.00,-0.152993,0.028518
1,2,card6,card6 > 2.36,0.147991,0.028518
1,2,M1,M1 <= -0.78,0.114098,0.028518
1,2,M6,M6 <= -0.26,-0.099945,0.028518
1,2,M3,M3 <= -0.59,0.094763,0.028518
1,2,DI,DI <= -0.73,-0.093946,0.028518
1,2,M2,M2 <= -0.77,-0.079766,0.028518
1,2,PCD,PCD <= -0.36,-0.078370,0.028518
1,2,M7,M7 <= -0.73,0.045216,0.028518
1,2,M9,M9 <= -0.70,0.041694,0.028518
1,3,M5,M5 <= -0.62,-0.157682,0.027858
1,3,card3,card3 <= 0.00,-0.154093,0.027858
1,3,card6,card6 > 2.40,0.148260,0.027858
1,3,M1,M1 <= -0.78,0.129810,0.027858
1,3,M6,M6 <= -0.35,-0.101361,0.027858
1,3,DI,DI <= -0.68,-0.092608,0.027858
1,3,TA,TA > 0.95,0.084795,0.027858
1,3,PCD,PCD <= -0.35,-0.077045,0.027858
1,3,M2,M2 <= -0.76,-0.073196,0.027858
1,3,M3,M3 <= -0.64,0.063279,0.027858
1,4,card3,card3 <= 0.00,-0.156045,0.028178
1,4,M1,M1 <= -0.80,0.100217,0.028178
1,4,DI,DI <= -0.68,-0.098264,0.028178
1,4,card6,card6 <= -0.09,-0.087039,0.028178
1,4,M3,M3 <= -0.60,0.086061,0.028178
1,4,PCD,PCD <= -0.30,-0.076504,0.028178
1,4,M2,M2 <= -0.78,-0.059450,0.028178
1,4,M7,M7 <= -0.75,0.047065,0.028178
1,4,M9,M9 <= -0.70,0.039717,0.028178
1,4,M5,0.01 < M5 <= 0.17,0.038930,0.028178
1,5,PCD,PCD > 36.79,0.183768,0.027848
1,5,card3,card3 > 0.00,0.155879,0.027848
1,5,M5,M5 <= -0.65,-0.145926,0.027848
1,5,M1,M1 <= -0.72,0.102228,0.027848
1,5,DI,DI <= -0.68,-0.096802,0.027848
1,5,card6,card6 <= -0.11,-0.084478,0.027848
1,5,M2,M2 <= -0.74,-0.078002,0.027848
1,5,M3,M3 <= -0.59,0.074912,0.027848
1,5,DT,DT > 0.28,0.054779,0.027848
1,5,M7,M7 <= -0.69,0.052545,0.027848
