seed,fold,balanced_accuracy,sensitivity_recall,specificity,precision,f1,auprc
2,1,0.929249,0.858586,0.999912,0.944444,0.899471,0.811132
2,2,0.919069,0.838384,0.999754,0.855670,0.846939,0.717661
2,3,0.913204,0.826531,0.999877,0.920455,0.870968,0.761082
2,4,0.913151,0.826531,0.999771,0.861702,0.843750,0.712522
2,5,0.882592,0.765306,0.999877,0.914634,0.833333,0.700379
