seed,fold,balanced_accuracy,sensitivity_recall,specificity,precision,f1,auprc
1,1,0.687630,0.611810,0.763450,0.085727,0.150382,0.066029
1,2,0.694827,0.640610,0.749044,0.084704,0.149624,0.066835
1,3,0.690241,0.624728,0.755753,0.084878,0.149452,0.066158
1,4,0.687902,0.604162,0.771643,0.087540,0.152923,0.066740
1,5,0.693980,0.630777,0.757184,0.086091,0.151504,0.067224
