seed,fold,feature,raw_feature_desc,lime_importance,time_to_generate
1,1,card3,card3 <= 0.00,-0.077771,0.030941
1,1,M1,M1 <= -0.75,0.051410,0.030941
1,1,M3,M3 <= -0.62,0.048853,0.030941
1,1,card6,card6 <= -0.12,-0.047403,0.030941
1,1,M2,M2 <= -0.74,-0.041393,0.030941
1,1,PCD,PCD <= -0.34,-0.041351,0.030941
1,1,DI,DI <= -0.66,-0.034970,0.030941
1,1,M9,M9 <= -0.68,0.030979,0.030941
1,1,M7,M7 <= -0.72,0.025507,0.030941
1,1,M5,0.01 < M5 <= 0.19,0.020162,0.030941
1,2,card6,card6 > 2.36,0.078397,0.027970
1,2,card3,card3 <= 0.00,-0.075464,0.027970
1,2,M1,M1 <= -0.78,0.063109,0.027970
1,2,M3,M3 <= -0.59,0.053731,0.027970
1,2,M6,M6 <= -0.26,-0.050999,0.027970
1,2,PCD,PCD <= -0.36,-0.044353,0.027970
1,2,M2,M2 <= -0.77,-0.040870,0.027970
1,2,DI,DI <= -0.73,-0.032250,0.027970
1,2,M9,M9 <= -0.70,0.021718,0.027970
1,2,card4,card4 <= -0.57,-0.020830,0.027970
1,3,M5,M5 <= -0.62,-0.086783,0.028028
1,3,card6,card6 > 2.40,0.078882,0.028028
1,3,card3,card3 <= 0.00,-0.076962,0.028028
1,3,M1,M1 <= -0.78,0.073066,0.028028
1,3,M6,M6 <= -0.35,-0.051625,0.028028
1,3,TA,TA > 0.95,0.043549,0.028028
1,3,PCD,PCD <= -0.35,-0.043253,0.028028
1,3,M2,M2 <= -0.76,-0.037893,0.028028
1,3,M3,M3 <= -0.64,0.036840,0.028028
1,3,DI,DI <= -0.68,-0.031745,0.028028
1,4,card3,card3 <= 0.00,-0.077255,0.027955
1,4,M1,M1 <= -0.80,0.056790,0.027955
1,4,M3,M3 <= -0.60,0.047836,0.027955
1,4,card6,card6 <= -0.09,-0.046057,0.027955
1,4,PCD,PCD <= -0.30,-0.042868,0.027955
1,4,DI,DI <= -0.68,-0.034380,0.027955
1,4,M2,M2 <= -0.78,-0.029314,0.027955
1,4,M7,M7 <= -0.75,0.021776,0.027955
1,4,M5,0.01 < M5 <= 0.17,0.021057,0.027955
1,4,M9,M9 <= -0.70,0.020127,0.027955
1,5,PCD,PCD > 36.79,0.104285,0.027976
1,5,M5,M5 <= -0.65,-0.079972,0.027976
1,5,card3,card3 > 0.00,0.077553,0.027976
1,5,M1,M1 <= -0.72,0.056339,0.027976
1,5,card6,card6 <= -0.11,-0.044926,0.027976
1,5,M3,M3 <= -0.59,0.041147,0.027976
1,5,M2,M2 <= -0.74,-0.037202,0.027976
1,5,DI,DI <= -0.68,-0.033817,0.027976
1,5,DT,DT > 0.28,0.028768,0.027976
1,5,M7,M7 <= -0.69,0.024465,0.027976
