seed,fold,balanced_accuracy,sensitivity_recall,specificity,precision,f1,auprc
3,1,0.694659,0.633833,0.755484,0.085903,0.151300,0.067258
3,2,0.693025,0.592207,0.793843,0.094319,0.162721,0.070123
3,3,0.689182,0.625454,0.752911,0.084073,0.148222,0.065691
3,4,0.691127,0.645294,0.736960,0.081692,0.145024,0.065128
3,5,0.693818,0.630777,0.756859,0.085986,0.151341,0.067158
