seed,fold,feature,raw_feature_desc,lime_importance,time_to_generate
4,1,card5,card5 <= -1.00,-0.072540,3.001645
4,1,TA,TA <= -0.36,-0.064075,3.001645
4,1,card3,card3 > 0.00,0.057765,3.001645
4,1,M4,M4 > 0.15,-0.040756,3.001645
4,1,M8,0.16 < M8 <= 0.48,0.016698,3.001645
4,1,card6,card6 > 2.38,-0.014662,3.001645
4,1,M3,0.06 < M3 <= 0.37,0.013376,3.001645
4,1,card2,card2 <= -0.46,-0.010519,3.001645
4,1,card4,-0.57 < card4 <= 0.03,0.010324,3.001645
4,1,PCD,PCD > 28.14,-0.007416,3.001645
4,2,card3,card3 <= 0.00,-0.067733,0.251103
4,2,card5,card5 <= -1.00,-0.054608,0.251103
4,2,TA,TA > 0.96,0.046702,0.251103
4,2,card4,card4 > 0.34,-0.030043,0.251103
4,2,M5,M5 > 0.18,0.027375,0.251103
4,2,card2,0.00 < card2 <= 0.48,0.016744,0.251103
4,2,card6,card6 > 2.42,-0.015977,0.251103
4,2,M4,-0.64 < M4 <= 0.02,0.014637,0.251103
4,2,M8,0.17 < M8 <= 0.51,0.014187,0.251103
4,2,M3,0.06 < M3 <= 0.35,0.013504,0.251103
4,3,card3,card3 <= 0.00,-0.048636,0.287505
4,3,TA,TA > 0.99,0.047499,0.287505
4,3,card5,-1.00 < card5 <= -0.03,-0.043769,0.287505
4,3,M4,-0.59 < M4 <= 0.03,0.017587,0.287505
4,3,card2,0.00 < card2 <= 0.50,0.015628,0.287505
4,3,M8,0.16 < M8 <= 0.49,0.013195,0.287505
4,3,M3,0.04 < M3 <= 0.28,0.012740,0.287505
4,3,card6,-0.13 < card6 <= 0.01,0.011709,0.287505
4,3,PCD,-0.35 < PCD <= 0.09,0.011387,0.287505
4,3,DI,-0.69 < DI <= 0.04,-0.009192,0.287505
4,4,card5,-0.03 < card5 <= 0.00,0.106170,0.240063
4,4,card3,card3 <= 0.00,-0.059473,0.240063
4,4,TA,0.02 < TA <= 0.97,0.027816,0.240063
4,4,card6,card6 > 2.34,-0.016514,0.240063
4,4,card2,card2 > 0.49,-0.015687,0.240063
4,4,M3,0.05 < M3 <= 0.31,0.015320,0.240063
4,4,M8,0.17 < M8 <= 0.49,0.014369,0.240063
4,4,M4,-0.67 < M4 <= 0.02,0.011945,0.240063
4,4,card1,-0.45 < card1 <= -0.01,0.009654,0.240063
4,4,PCD,-0.34 < PCD <= 0.11,0.009410,0.240063
4,5,card5,card5 <= -1.00,-0.082271,0.235212
4,5,card3,card3 <= 0.00,-0.055587,0.235212
4,5,card2,card2 > 0.49,-0.019857,0.235212
4,5,card1,-0.01 < card1 <= 0.48,0.016669,0.235212
4,5,M8,0.16 < M8 <= 0.51,0.013941,0.235212
4,5,M3,0.06 < M3 <= 0.36,0.013052,0.235212
4,5,TA,-0.36 < TA <= 0.03,-0.012494,0.235212
4,5,M4,0.03 < M4 <= 0.17,0.011862,0.235212
4,5,card4,-0.60 < card4 <= 0.02,0.010491,0.235212
4,5,card6,-0.10 < card6 <= 0.01,0.009598,0.235212
