seed,fold,balanced_accuracy,sensitivity_recall,specificity,precision,f1,auprc
4,1,0.614837,0.255566,0.974109,0.263539,0.259491,0.093396
4,2,0.604182,0.311955,0.896408,0.098427,0.149640,0.054776
4,3,0.592012,0.236632,0.947392,0.140235,0.176105,0.059897
4,4,0.652999,0.354464,0.951533,0.209615,0.263442,0.096891
4,5,0.616115,0.253085,0.979145,0.305580,0.276866,0.103475
