seed,fold,balanced_accuracy,sensitivity_recall,specificity,precision,f1,auprc
1,1,0.598861,0.410697,0.787025,0.065342,0.112746,0.047453
1,2,0.605958,0.357938,0.853978,0.081614,0.132920,0.051675
1,3,0.579263,0.401887,0.756640,0.056500,0.099073,0.043637
1,4,0.613919,0.380353,0.847484,0.082933,0.136175,0.053227
1,5,0.555035,0.332688,0.777381,0.051406,0.089052,0.040454
