seed,fold,balanced_accuracy,sensitivity_recall,specificity,precision,f1,auprc
3,1,0.938231,0.898990,0.977472,0.064964,0.121171,0.058577
3,2,0.951712,0.929293,0.974131,0.058861,0.110710,0.054822
3,3,0.927538,0.877551,0.977525,0.063050,0.117647,0.055540
3,4,0.951553,0.928571,0.974535,0.059129,0.111179,0.055029
3,5,0.936907,0.897959,0.975854,0.060233,0.112893,0.054262
