seed,fold,balanced_accuracy,sensitivity_recall,specificity,precision,f1,auprc
4,1,0.959594,0.939394,0.979794,0.074879,0.138702,0.070446
4,2,0.947848,0.919192,0.976505,0.063770,0.119266,0.058757
4,3,0.945130,0.908163,0.982097,0.080397,0.147718,0.073172
4,4,0.960111,0.938776,0.981447,0.080209,0.147791,0.075404
4,5,0.889931,0.795918,0.983944,0.078708,0.143251,0.062997
