seed,fold,feature,raw_feature_desc,lime_importance,time_to_generate
2,1,PCD,PCD > 26.10,0.099100,0.057015
2,1,M5,M5 <= -0.66,-0.085365,0.057015
2,1,card3,card3 > 0.00,0.075810,0.057015
2,1,M1,M1 <= -0.78,0.053927,0.057015
2,1,M3,M3 <= -0.61,0.046579,0.057015
2,1,M2,M2 <= -0.78,-0.043633,0.057015
2,1,DI,DI <= -0.67,-0.032334,0.057015
2,1,M9,M9 <= -0.71,0.029052,0.057015
2,1,M8,M8 <= -0.48,-0.028030,0.057015
2,1,M4,M4 > 0.14,-0.022516,0.057015
2,2,M5,M5 > 0.19,0.076998,0.028506
2,2,card3,card3 <= 0.00,-0.075728,0.028506
2,2,M1,M1 <= -0.77,0.068136,0.028506
2,2,M6,M6 <= -0.30,-0.050560,0.028506
2,2,M2,M2 <= -0.76,-0.046344,0.028506
2,2,M3,M3 <= -0.62,0.044069,0.028506
2,2,PCD,PCD <= -0.36,-0.043199,0.028506
2,2,DI,DI <= -0.72,-0.036018,0.028506
2,2,M8,M8 <= -0.46,-0.032671,0.028506
2,2,M7,M7 <= -0.73,0.028446,0.028506
2,3,M5,M5 <= -0.65,-0.085058,0.028317
2,3,M1,M1 <= -0.79,0.082819,0.028317
2,3,card3,card3 <= 0.00,-0.077275,0.028317
2,3,M2,M2 <= -0.77,-0.055185,0.028317
2,3,M3,M3 <= -0.65,0.045725,0.028317
2,3,TA,TA > 0.96,0.042698,0.028317
2,3,PCD,PCD <= -0.29,-0.042597,0.028317
2,3,DI,DI <= -0.70,-0.036028,0.028317
2,3,M8,M8 <= -0.46,-0.025395,0.028317
2,3,card4,card4 <= -0.58,-0.022818,0.028317
2,4,card3,card3 <= 0.00,-0.076460,0.028100
2,4,M1,M1 <= -0.77,0.076086,0.028100
2,4,M5,M5 > 0.19,0.076056,0.028100
2,4,M6,M6 <= -0.30,-0.048500,0.028100
2,4,M2,M2 <= -0.77,-0.046350,0.028100
2,4,PCD,PCD <= -0.37,-0.040285,0.028100
2,4,DI,DI <= -0.70,-0.035523,0.028100
2,4,M3,M3 <= -0.64,0.033683,0.028100
2,4,M9,M9 <= -0.71,0.031111,0.028100
2,4,M8,M8 <= -0.47,-0.028203,0.028100
2,5,PCD,PCD > 27.26,0.101562,0.030117
2,5,M5,M5 <= -0.65,-0.084312,0.030117
2,5,card3,card3 > 0.00,0.076085,0.030117
2,5,M1,M1 <= -0.74,0.055296,0.030117
2,5,M3,M3 <= -0.55,0.049232,0.030117
2,5,M2,M2 <= -0.76,-0.038576,0.030117
2,5,DI,DI <= -0.63,-0.031427,0.030117
2,5,M8,M8 <= -0.45,-0.029464,0.030117
2,5,M7,M7 <= -0.69,0.027797,0.030117
2,5,card4,card4 <= -0.57,-0.023416,0.030117
