seed,fold,feature,shap_importance,time_to_generate
2,1,TA,0.031667,0.021377
2,1,card1,0.030000,0.021377
2,1,card2,0.002083,0.021377
2,1,card3,0.293333,0.021377
2,1,card5,0.010417,0.021377
2,1,PCD,0.395833,0.021377
2,1,M1,0.194167,0.021377
2,1,M2,0.169167,0.021377
2,1,M3,0.247917,0.021377
2,1,M4,0.063333,0.021377
2,1,card4,0.056250,0.021377
2,1,card6,0.027083,0.021377
2,1,DT,0.028333,0.021377
2,1,DI,0.012917,0.021377
2,1,M5,0.260000,0.021377
2,1,M6,0.059583,0.021377
2,1,M7,0.037500,0.021377
2,1,M8,0.044583,0.021377
2,1,M9,0.097500,0.021377
2,2,TA,0.040000,0.017042
2,2,card1,0.005000,0.017042
2,2,card2,0.002917,0.017042
2,2,card3,0.039167,0.017042
2,2,card5,0.009583,0.017042
2,2,PCD,0.079167,0.017042
2,2,M1,0.251667,0.017042
2,2,M2,0.107917,0.017042
2,2,M3,0.151250,0.017042
2,2,M4,0.014583,0.017042
2,2,card4,0.044583,0.017042
2,2,card6,0.011667,0.017042
2,2,DT,0.022500,0.017042
2,2,DI,0.022500,0.017042
2,2,M5,0.460417,0.017042
2,2,M6,0.105417,0.017042
2,2,M7,0.067500,0.017042
2,2,M8,0.025417,0.017042
2,2,M9,0.042083,0.017042
2,3,TA,0.000000,0.017012
2,3,card1,0.001667,0.017012
2,3,card2,0.002500,0.017012
2,3,card3,0.081667,0.017012
2,3,card5,0.027500,0.017012
2,3,PCD,0.117083,0.017012
2,3,M1,0.179167,0.017012
2,3,M2,0.219583,0.017012
2,3,M3,0.123750,0.017012
2,3,M4,0.027083,0.017012
2,3,card4,0.026250,0.017012
2,3,card6,0.036667,0.017012
2,3,DT,0.028333,0.017012
2,3,DI,0.030833,0.017012
2,3,M5,0.328750,0.017012
2,3,M6,0.032500,0.017012
2,3,M7,0.033333,0.017012
2,3,M8,0.051250,0.017012
2,3,M9,0.056250,0.017012
2,4,TA,0.020000,0.018112
2,4,card1,0.011667,0.018112
2,4,card2,0.000417,0.018112
2,4,card3,0.023333,0.018112
2,4,card5,0.018750,0.018112
2,4,PCD,0.080833,0.018112
2,4,M1,0.348333,0.018112
2,4,M2,0.121250,0.018112
2,4,M3,0.057917,0.018112
2,4,M4,0.018333,0.018112
2,4,card4,0.034167,0.018112
2,4,card6,0.039583,0.018112
2,4,DT,0.019583,0.018112
2,4,DI,0.032917,0.018112
2,4,M5,0.480000,0.018112
2,4,M6,0.128750,0.018112
2,4,M7,0.039167,0.018112
2,4,M8,0.035833,0.018112
2,4,M9,0.072500,0.018112
2,5,TA,0.004583,0.016705
2,5,card1,0.005000,0.016705
2,5,card2,0.001250,0.016705
2,5,card3,0.282917,0.016705
2,5,card5,0.017083,0.016705
2,5,PCD,0.281667,0.016705
2,5,M1,0.099167,0.016705
2,5,M2,0.102083,0.016705
2,5,M3,0.151250,0.016705
2,5,M4,0.017083,0.016705
2,5,card4,0.013333,0.016705
2,5,card6,0.002083,0.016705
2,5,DT,0.013333,0.016705
2,5,DI,0.005417,0.016705
2,5,M5,0.175000,0.016705
2,5,M6,0.032500,0.016705
2,5,M7,0.028750,0.016705
2,5,M8,0.022500,0.016705
2,5,M9,0.056667,0.016705
