seed,fold,balanced_accuracy,sensitivity_recall,specificity,precision,f1,auprc
4,1,0.580764,0.343417,0.818111,0.064063,0.107983,0.044971
4,2,0.583834,0.378993,0.788675,0.061048,0.105157,0.044863
4,3,0.579813,0.358335,0.801290,0.061378,0.104805,0.044448
4,4,0.629007,0.400677,0.857337,0.092431,0.150211,0.058007
4,5,0.612744,0.359061,0.866427,0.088820,0.142412,0.054320
