seed,fold,balanced_accuracy,sensitivity_recall,specificity,precision,f1,auprc
1,1,0.627611,0.357454,0.897768,0.112499,0.171137,0.062693
1,2,0.608443,0.242014,0.974872,0.258799,0.250125,0.089151
1,3,0.583705,0.334140,0.833270,0.067749,0.112657,0.045938
1,4,0.640639,0.338737,0.942540,0.176123,0.231750,0.082799
1,5,0.560912,0.204694,0.917131,0.082208,0.117304,0.044658
