seed,fold,balanced_accuracy,sensitivity_recall,specificity,precision,f1,auprc
1,1,0.887930,0.777778,0.998083,0.413978,0.540351,0.322369
1,2,0.902889,0.808081,0.997696,0.379147,0.516129,0.306715
1,3,0.891793,0.785714,0.997872,0.388889,0.520270,0.305924
1,4,0.881484,0.765306,0.997661,0.360577,0.490196,0.276356
1,5,0.876390,0.755102,0.997679,0.359223,0.486842,0.271672
