seed,fold,feature,raw_feature_desc,lime_importance,time_to_generate
1,1,V17,V17 <= -6.21,0.216423,0.045302
1,1,V14,V14 <= -7.43,0.092975,0.045302
1,1,V12,V12 <= -5.48,0.088627,0.045302
1,1,V4,V4 > 2.68,0.053936,0.045302
1,1,V21,V21 <= -0.31,0.042220,0.045302
1,1,V27,V27 > 2.86,-0.041594,0.045302
1,1,V11,V11 > 2.40,0.037186,0.045302
1,1,V16,V16 <= -3.63,0.034562,0.045302
1,1,V3,V3 <= -2.73,0.033259,0.045302
1,1,V20,V20 > 1.35,0.021560,0.045302
1,2,V14,V14 <= -7.30,0.267842,0.047294
1,2,V10,V10 <= -4.52,0.125810,0.047294
1,2,V7,V7 <= -2.73,0.080343,0.047294
1,2,V12,V12 <= -5.32,0.064215,0.047294
1,2,V4,V4 > 2.55,0.057877,0.047294
1,2,V22,V22 > 0.46,-0.035768,0.047294
1,2,V23,V23 > 0.61,-0.032147,0.047294
1,2,V27,V27 > 2.85,-0.030629,0.047294
1,2,V8,V8 <= -0.38,-0.030233,0.047294
1,2,V3,V3 <= -2.67,0.029689,0.047294
1,3,V14,V14 > 0.06,-0.142149,0.043092
1,3,V10,-0.79 < V10 <= 0.09,-0.095319,0.043092
1,3,V3,V3 > 0.08,-0.064817,0.043092
1,3,V12,-5.37 < V12 <= -0.93,0.039554,0.043092
1,3,V16,V16 > 0.23,-0.034049,0.043092
1,3,V4,0.87 < V4 <= 2.56,0.028283,0.043092
1,3,V5,-0.32 < V5 <= 0.38,-0.025506,0.043092
1,3,V22,V22 > 0.49,-0.024356,0.043092
1,3,V1,-0.33 < V1 <= 0.45,-0.020802,0.043092
1,3,V17,-0.54 < V17 <= 0.34,0.018742,0.043092
1,4,V10,V10 <= -4.45,0.105942,0.042909
1,4,V14,V14 <= -7.16,0.098523,0.042909
1,4,V4,V4 > 2.63,0.068949,0.042909
1,4,V17,V17 <= -5.83,0.041529,0.042909
1,4,V11,V11 > 2.33,0.040161,0.042909
1,4,V23,V23 <= -0.68,0.030476,0.042909
1,4,V21,V21 <= -0.33,-0.030088,0.042909
1,4,V7,V7 <= -2.69,0.027733,0.042909
1,4,V12,V12 <= -5.33,0.025485,0.042909
1,4,Time,Time <= -0.43,0.021772,0.042909
1,5,V14,V14 <= -7.25,0.096293,0.042877
1,5,V10,V10 <= -4.35,0.068476,0.042877
1,5,V11,V11 > 2.38,0.064656,0.042877
1,5,V4,V4 > 2.59,0.062375,0.042877
1,5,V27,V27 > 2.80,-0.039148,0.042877
1,5,V12,V12 <= -5.27,0.035927,0.042877
1,5,V23,V23 > 0.58,0.034094,0.042877
1,5,V20,V20 > 1.41,0.032355,0.042877
1,5,V28,V28 <= -0.46,-0.028444,0.042877
1,5,V3,V3 <= -2.63,0.026670,0.042877
