seed,fold,feature,shap_importance,time_to_generate
3,1,Time,0.008750,0.014246
3,1,V1,0.001875,0.014246
3,1,V2,0.010625,0.014246
3,1,V3,0.010625,0.014246
3,1,V4,0.000625,0.014246
3,1,V5,0.026875,0.014246
3,1,V6,0.012500,0.014246
3,1,V7,0.000000,0.014246
3,1,V8,0.001250,0.014246
3,1,V9,0.006250,0.014246
3,1,V10,0.029375,0.014246
3,1,V11,0.033125,0.014246
3,1,V12,0.018750,0.014246
3,1,V13,0.008750,0.014246
3,1,V14,0.342500,0.014246
3,1,V15,0.001250,0.014246
3,1,V16,0.010625,0.014246
3,1,V17,0.015625,0.014246
3,1,V18,0.001250,0.014246
3,1,V19,0.000625,0.014246
3,1,V20,0.000625,0.014246
3,1,V21,0.001250,0.014246
3,1,V22,0.001875,0.014246
3,1,V23,0.001875,0.014246
3,1,V24,0.000625,0.014246
3,1,V25,0.000625,0.014246
3,1,V26,0.006250,0.014246
3,1,V27,0.000000,0.014246
3,1,V28,0.000000,0.014246
3,1,Amount,0.008125,0.014246
3,2,Time,0.010000,0.013142
3,2,V1,0.041250,0.013142
3,2,V2,0.026875,0.013142
3,2,V3,0.002500,0.013142
3,2,V4,0.148125,0.013142
3,2,V5,0.036250,0.013142
3,2,V6,0.026875,0.013142
3,2,V7,0.003125,0.013142
3,2,V8,0.005625,0.013142
3,2,V9,0.010625,0.013142
3,2,V10,0.047500,0.013142
3,2,V11,0.012500,0.013142
3,2,V12,0.071875,0.013142
3,2,V13,0.010625,0.013142
3,2,V14,0.193125,0.013142
3,2,V15,0.000625,0.013142
3,2,V16,0.017500,0.013142
3,2,V17,0.002500,0.013142
3,2,V18,0.000625,0.013142
3,2,V19,0.000625,0.013142
3,2,V20,0.022500,0.013142
3,2,V21,0.000625,0.013142
3,2,V22,0.003750,0.013142
3,2,V23,0.000625,0.013142
3,2,V24,0.000000,0.013142
3,2,V25,0.000625,0.013142
3,2,V26,0.012500,0.013142
3,2,V27,0.001875,0.013142
3,2,V28,0.003125,0.013142
3,2,Amount,0.001875,0.013142
3,3,Time,0.008125,0.013179
3,3,V1,0.007500,0.013179
3,3,V2,0.000000,0.013179
3,3,V3,0.010000,0.013179
3,3,V4,0.075000,0.013179
3,3,V5,0.003125,0.013179
3,3,V6,0.021875,0.013179
3,3,V7,0.001250,0.013179
3,3,V8,0.000000,0.013179
3,3,V9,0.009375,0.013179
3,3,V10,0.042500,0.013179
3,3,V11,0.032500,0.013179
3,3,V12,0.061250,0.013179
3,3,V13,0.001875,0.013179
3,3,V14,0.208125,0.013179
3,3,V15,0.000000,0.013179
3,3,V16,0.009375,0.013179
3,3,V17,0.006250,0.013179
3,3,V18,0.001875,0.013179
3,3,V19,0.000625,0.013179
3,3,V20,0.005625,0.013179
3,3,V21,0.000000,0.013179
3,3,V22,0.004375,0.013179
3,3,V23,0.001250,0.013179
3,3,V24,0.002500,0.013179
3,3,V25,0.003750,0.013179
3,3,V26,0.005000,0.013179
3,3,V27,0.001250,0.013179
3,3,V28,0.000625,0.013179
3,3,Amount,0.003750,0.013179
3,4,Time,0.030000,0.013407
3,4,V1,0.023750,0.013407
3,4,V2,0.002500,0.013407
3,4,V3,0.016875,0.013407
3,4,V4,0.015625,0.013407
3,4,V5,0.048750,0.013407
3,4,V6,0.020625,0.013407
3,4,V7,0.003750,0.013407
3,4,V8,0.015000,0.013407
3,4,V9,0.013125,0.013407
3,4,V10,0.183125,0.013407
3,4,V11,0.055625,0.013407
3,4,V12,0.109375,0.013407
3,4,V13,0.015625,0.013407
3,4,V14,0.135000,0.013407
3,4,V15,0.004375,0.013407
3,4,V16,0.009375,0.013407
3,4,V17,0.015625,0.013407
3,4,V18,0.001875,0.013407
3,4,V19,0.006875,0.013407
3,4,V20,0.003125,0.013407
3,4,V21,0.001250,0.013407
3,4,V22,0.020000,0.013407
3,4,V23,0.001875,0.013407
3,4,V24,0.004375,0.013407
3,4,V25,0.001250,0.013407
3,4,V26,0.001250,0.013407
3,4,V27,0.000625,0.013407
3,4,V28,0.007500,0.013407
3,4,Amount,0.014375,0.013407
3,5,Time,0.023125,0.013047
3,5,V1,0.050625,0.013047
3,5,V2,0.049375,0.013047
3,5,V3,0.000625,0.013047
3,5,V4,0.107500,0.013047
3,5,V5,0.074375,0.013047
3,5,V6,0.101875,0.013047
3,5,V7,0.029375,0.013047
3,5,V8,0.010000,0.013047
3,5,V9,0.005625,0.013047
3,5,V10,0.064375,0.013047
3,5,V11,0.020625,0.013047
3,5,V12,0.058125,0.013047
3,5,V13,0.019375,0.013047
3,5,V14,0.192500,0.013047
3,5,V15,0.013125,0.013047
3,5,V16,0.020000,0.013047
3,5,V17,0.000625,0.013047
3,5,V18,0.000000,0.013047
3,5,V19,0.001875,0.013047
3,5,V20,0.066250,0.013047
3,5,V21,0.001250,0.013047
3,5,V22,0.009375,0.013047
3,5,V23,0.000625,0.013047
3,5,V24,0.001250,0.013047
3,5,V25,0.001250,0.013047
3,5,V26,0.003750,0.013047
3,5,V27,0.003750,0.013047
3,5,V28,0.006875,0.013047
3,5,Amount,0.005000,0.013047
