seed,fold,balanced_accuracy,sensitivity_recall,specificity,precision,f1,auprc
3,1,0.935555,0.888889,0.982220,0.080073,0.146912,0.071369
3,2,0.953866,0.929293,0.978439,0.069803,0.129852,0.064990
3,3,0.924239,0.867347,0.981130,0.073402,0.135350,0.063894
3,4,0.954226,0.928571,0.979881,0.073684,0.136534,0.068544
3,5,0.938507,0.897959,0.979055,0.068804,0.127814,0.061959
