seed,fold,balanced_accuracy,sensitivity_recall,specificity,precision,f1,auprc
5,1,0.729265,0.608422,0.850109,0.128278,0.211884,0.091747
5,2,0.722464,0.633107,0.811820,0.108710,0.185558,0.081661
5,3,0.725651,0.676264,0.775038,0.098294,0.171641,0.077802
5,4,0.723193,0.616501,0.829884,0.116151,0.195474,0.085027
5,5,0.729850,0.632712,0.826988,0.117086,0.197605,0.086934
