seed,fold,feature,shap_importance,time_to_generate
5,1,TA,0.002917,0.034871
5,1,card1,0.015417,0.034871
5,1,card2,0.141667,0.034871
5,1,card3,0.293750,0.034871
5,1,card5,0.015417,0.034871
5,1,PCD,0.157917,0.034871
5,1,M1,0.087083,0.034871
5,1,M2,0.048750,0.034871
5,1,M3,0.003333,0.034871
5,1,M4,0.012500,0.034871
5,1,card4,0.001667,0.034871
5,1,card6,0.066667,0.034871
5,1,DT,0.002500,0.034871
5,1,DI,0.003750,0.034871
5,1,M5,0.110000,0.034871
5,1,M6,0.041250,0.034871
5,1,M7,0.033333,0.034871
5,1,M8,0.010833,0.034871
5,1,M9,0.060417,0.034871
5,2,TA,0.082083,0.026085
5,2,card1,0.145833,0.026085
5,2,card2,0.128333,0.026085
5,2,card3,0.089583,0.026085
5,2,card5,0.008333,0.026085
5,2,PCD,0.190417,0.026085
5,2,M1,0.137917,0.026085
5,2,M2,0.005833,0.026085
5,2,M3,0.062917,0.026085
5,2,M4,0.106667,0.026085
5,2,card4,0.055833,0.026085
5,2,card6,0.087500,0.026085
5,2,DT,0.020000,0.026085
5,2,DI,0.068750,0.026085
5,2,M5,0.013750,0.026085
5,2,M6,0.032083,0.026085
5,2,M7,0.013750,0.026085
5,2,M8,0.033750,0.026085
5,2,M9,0.052500,0.026085
5,3,TA,0.166250,0.025677
5,3,card1,0.091667,0.025677
5,3,card2,0.007917,0.025677
5,3,card3,0.067083,0.025677
5,3,card5,0.005833,0.025677
5,3,PCD,0.020833,0.025677
5,3,M1,0.100417,0.025677
5,3,M2,0.084167,0.025677
5,3,M3,0.039167,0.025677
5,3,M4,0.024583,0.025677
5,3,card4,0.005000,0.025677
5,3,card6,0.032083,0.025677
5,3,DT,0.025000,0.025677
5,3,DI,0.054583,0.025677
5,3,M5,0.037917,0.025677
5,3,M6,0.056250,0.025677
5,3,M7,0.022083,0.025677
5,3,M8,0.011667,0.025677
5,3,M9,0.049167,0.025677
5,4,TA,0.072917,0.025962
5,4,card1,0.024583,0.025962
5,4,card2,0.077083,0.025962
5,4,card3,0.189583,0.025962
5,4,card5,0.044583,0.025962
5,4,PCD,0.141250,0.025962
5,4,M1,0.062917,0.025962
5,4,M2,0.005000,0.025962
5,4,M3,0.015417,0.025962
5,4,M4,0.051250,0.025962
5,4,card4,0.016250,0.025962
5,4,card6,0.150417,0.025962
5,4,DT,0.050000,0.025962
5,4,DI,0.026667,0.025962
5,4,M5,0.194583,0.025962
5,4,M6,0.021250,0.025962
5,4,M7,0.012500,0.025962
5,4,M8,0.000833,0.025962
5,4,M9,0.175417,0.025962
5,5,TA,0.096667,0.028826
5,5,card1,0.036667,0.028826
5,5,card2,0.005833,0.028826
5,5,card3,0.025833,0.028826
5,5,card5,0.048333,0.028826
5,5,PCD,0.192083,0.028826
5,5,M1,0.179167,0.028826
5,5,M2,0.018333,0.028826
5,5,M3,0.096667,0.028826
5,5,M4,0.014167,0.028826
5,5,card4,0.045000,0.028826
5,5,card6,0.058750,0.028826
5,5,DT,0.059167,0.028826
5,5,DI,0.016250,0.028826
5,5,M5,0.229167,0.028826
5,5,M6,0.005000,0.028826
5,5,M7,0.008750,0.028826
5,5,M8,0.074167,0.028826
5,5,M9,0.142500,0.028826
