seed,fold,feature,shap_importance,time_to_generate
4,1,TA,0.087917,0.036356
4,1,card1,0.020833,0.036356
4,1,card2,0.007917,0.036356
4,1,card3,0.334583,0.036356
4,1,card5,0.029167,0.036356
4,1,PCD,0.142917,0.036356
4,1,M1,0.003750,0.036356
4,1,M2,0.008333,0.036356
4,1,M3,0.019167,0.036356
4,1,M4,0.004583,0.036356
4,1,card4,0.014167,0.036356
4,1,card6,0.080000,0.036356
4,1,DT,0.000417,0.036356
4,1,DI,0.006250,0.036356
4,1,M5,0.012083,0.036356
4,1,M6,0.002500,0.036356
4,1,M7,0.007500,0.036356
4,1,M8,0.027917,0.036356
4,1,M9,0.003333,0.036356
4,2,TA,0.005417,0.035752
4,2,card1,0.002917,0.035752
4,2,card2,0.005000,0.035752
4,2,card3,0.076250,0.035752
4,2,card5,0.052917,0.035752
4,2,PCD,0.248333,0.035752
4,2,M1,0.010000,0.035752
4,2,M2,0.022917,0.035752
4,2,M3,0.044583,0.035752
4,2,M4,0.040000,0.035752
4,2,card4,0.008333,0.035752
4,2,card6,0.000417,0.035752
4,2,DT,0.019583,0.035752
4,2,DI,0.052917,0.035752
4,2,M5,0.069583,0.035752
4,2,M6,0.005417,0.035752
4,2,M7,0.072500,0.035752
4,2,M8,0.010833,0.035752
4,2,M9,0.007083,0.035752
4,3,TA,0.140833,0.026357
4,3,card1,0.018333,0.026357
4,3,card2,0.080833,0.026357
4,3,card3,0.060833,0.026357
4,3,card5,0.087500,0.026357
4,3,PCD,0.024167,0.026357
4,3,M1,0.039167,0.026357
4,3,M2,0.011667,0.026357
4,3,M3,0.113750,0.026357
4,3,M4,0.002500,0.026357
4,3,card4,0.110833,0.026357
4,3,card6,0.010417,0.026357
4,3,DT,0.021667,0.026357
4,3,DI,0.002500,0.026357
4,3,M5,0.012083,0.026357
4,3,M6,0.026250,0.026357
4,3,M7,0.006667,0.026357
4,3,M8,0.008750,0.026357
4,3,M9,0.077083,0.026357
4,4,TA,0.025833,0.038420
4,4,card1,0.093333,0.038420
4,4,card2,0.048333,0.038420
4,4,card3,0.011667,0.038420
4,4,card5,0.052083,0.038420
4,4,PCD,0.098333,0.038420
4,4,M1,0.025000,0.038420
4,4,M2,0.011250,0.038420
4,4,M3,0.006667,0.038420
4,4,M4,0.018333,0.038420
4,4,card4,0.022917,0.038420
4,4,card6,0.110417,0.038420
4,4,DT,0.025000,0.038420
4,4,DI,0.005417,0.038420
4,4,M5,0.066250,0.038420
4,4,M6,0.014583,0.038420
4,4,M7,0.085000,0.038420
4,4,M8,0.050000,0.038420
4,4,M9,0.011250,0.038420
4,5,TA,0.059167,0.026797
4,5,card1,0.000417,0.026797
4,5,card2,0.026667,0.026797
4,5,card3,0.061667,0.026797
4,5,card5,0.016250,0.026797
4,5,PCD,0.063750,0.026797
4,5,M1,0.012917,0.026797
4,5,M2,0.007500,0.026797
4,5,M3,0.005000,0.026797
4,5,M4,0.026667,0.026797
4,5,card4,0.017500,0.026797
4,5,card6,0.059167,0.026797
4,5,DT,0.017083,0.026797
4,5,DI,0.040833,0.026797
4,5,M5,0.006667,0.026797
4,5,M6,0.052083,0.026797
4,5,M7,0.005417,0.026797
4,5,M8,0.009583,0.026797
4,5,M9,0.036667,0.026797
