seed,fold,balanced_accuracy,sensitivity_recall,specificity,precision,f1,auprc
1,1,0.898867,0.797980,0.999754,0.849462,0.822917,0.678205
1,2,0.919095,0.838384,0.999807,0.882979,0.860104,0.740556
1,3,0.918323,0.836735,0.999912,0.942529,0.886486,0.788927
1,4,0.903008,0.806122,0.999894,0.929412,0.863388,0.749553
1,5,0.902991,0.806122,0.999859,0.908046,0.854054,0.732330
