seed,fold,balanced_accuracy,sensitivity_recall,specificity,precision,f1,auprc
4,1,0.967057,0.959596,0.974518,0.061528,0.115642,0.059113
4,2,0.950560,0.929293,0.971827,0.054309,0.102621,0.050592
4,3,0.942791,0.908163,0.977419,0.064822,0.121006,0.059027
4,4,0.957834,0.938776,0.976892,0.065434,0.122340,0.061533
4,5,0.903839,0.826531,0.981148,0.070252,0.129496,0.058363
