seed,fold,feature,shap_importance,time_to_generate
5,1,Time,0.000625,0.017295
5,1,V1,0.013750,0.017295
5,1,V2,0.011250,0.017295
5,1,V3,0.038750,0.017295
5,1,V4,0.152500,0.017295
5,1,V5,0.010000,0.017295
5,1,V6,0.066250,0.017295
5,1,V7,0.001250,0.017295
5,1,V8,0.001250,0.017295
5,1,V9,0.061250,0.017295
5,1,V10,0.046875,0.017295
5,1,V11,0.175000,0.017295
5,1,V12,0.056875,0.017295
5,1,V13,0.038125,0.017295
5,1,V14,0.120625,0.017295
5,1,V15,0.003125,0.017295
5,1,V16,0.000625,0.017295
5,1,V17,0.001875,0.017295
5,1,V18,0.001875,0.017295
5,1,V19,0.001875,0.017295
5,1,V20,0.003125,0.017295
5,1,V21,0.030000,0.017295
5,1,V22,0.002500,0.017295
5,1,V23,0.000000,0.017295
5,1,V24,0.010625,0.017295
5,1,V25,0.027500,0.017295
5,1,V26,0.001250,0.017295
5,1,V27,0.001250,0.017295
5,1,V28,0.002500,0.017295
5,1,Amount,0.001250,0.017295
5,2,Time,0.046875,0.016396
5,2,V1,0.067500,0.016396
5,2,V2,0.054375,0.016396
5,2,V3,0.018750,0.016396
5,2,V4,0.145000,0.016396
5,2,V5,0.049375,0.016396
5,2,V6,0.017500,0.016396
5,2,V7,0.015625,0.016396
5,2,V8,0.119375,0.016396
5,2,V9,0.028125,0.016396
5,2,V10,0.046250,0.016396
5,2,V11,0.001875,0.016396
5,2,V12,0.123750,0.016396
5,2,V13,0.013750,0.016396
5,2,V14,0.128125,0.016396
5,2,V15,0.023125,0.016396
5,2,V16,0.050000,0.016396
5,2,V17,0.007500,0.016396
5,2,V18,0.061250,0.016396
5,2,V19,0.008750,0.016396
5,2,V20,0.081875,0.016396
5,2,V21,0.020000,0.016396
5,2,V22,0.013125,0.016396
5,2,V23,0.008125,0.016396
5,2,V24,0.023125,0.016396
5,2,V25,0.005000,0.016396
5,2,V26,0.000625,0.016396
5,2,V27,0.038125,0.016396
5,2,V28,0.006875,0.016396
5,2,Amount,0.002500,0.016396
5,3,Time,0.000000,0.016851
5,3,V1,0.001250,0.016851
5,3,V2,0.001875,0.016851
5,3,V3,0.061875,0.016851
5,3,V4,0.041875,0.016851
5,3,V5,0.011875,0.016851
5,3,V6,0.004375,0.016851
5,3,V7,0.005000,0.016851
5,3,V8,0.005000,0.016851
5,3,V9,0.037500,0.016851
5,3,V10,0.009375,0.016851
5,3,V11,0.016875,0.016851
5,3,V12,0.120625,0.016851
5,3,V13,0.006250,0.016851
5,3,V14,0.131250,0.016851
5,3,V15,0.012500,0.016851
5,3,V16,0.013125,0.016851
5,3,V17,0.001250,0.016851
5,3,V18,0.000625,0.016851
5,3,V19,0.001250,0.016851
5,3,V20,0.000625,0.016851
5,3,V21,0.027500,0.016851
5,3,V22,0.000000,0.016851
5,3,V23,0.003750,0.016851
5,3,V24,0.008125,0.016851
5,3,V25,0.010000,0.016851
5,3,V26,0.003750,0.016851
5,3,V27,0.000625,0.016851
5,3,V28,0.000625,0.016851
5,3,Amount,0.000000,0.016851
5,4,Time,0.000000,0.016422
5,4,V1,0.036250,0.016422
5,4,V2,0.001875,0.016422
5,4,V3,0.010625,0.016422
5,4,V4,0.097500,0.016422
5,4,V5,0.003125,0.016422
5,4,V6,0.001250,0.016422
5,4,V7,0.003750,0.016422
5,4,V8,0.000625,0.016422
5,4,V9,0.003125,0.016422
5,4,V10,0.004375,0.016422
5,4,V11,0.098750,0.016422
5,4,V12,0.163125,0.016422
5,4,V13,0.001250,0.016422
5,4,V14,0.076875,0.016422
5,4,V15,0.008750,0.016422
5,4,V16,0.006250,0.016422
5,4,V17,0.001250,0.016422
5,4,V18,0.011875,0.016422
5,4,V19,0.006250,0.016422
5,4,V20,0.001250,0.016422
5,4,V21,0.006875,0.016422
5,4,V22,0.000000,0.016422
5,4,V23,0.001875,0.016422
5,4,V24,0.003750,0.016422
5,4,V25,0.006250,0.016422
5,4,V26,0.000625,0.016422
5,4,V27,0.013125,0.016422
5,4,V28,0.000625,0.016422
5,4,Amount,0.010000,0.016422
5,5,Time,0.003125,0.016204
5,5,V1,0.000625,0.016204
5,5,V2,0.003750,0.016204
5,5,V3,0.004375,0.016204
5,5,V4,0.063125,0.016204
5,5,V5,0.000000,0.016204
5,5,V6,0.004375,0.016204
5,5,V7,0.000000,0.016204
5,5,V8,0.008125,0.016204
5,5,V9,0.004375,0.016204
5,5,V10,0.010625,0.016204
5,5,V11,0.146250,0.016204
5,5,V12,0.143125,0.016204
5,5,V13,0.004375,0.016204
5,5,V14,0.054375,0.016204
5,5,V15,0.006250,0.016204
5,5,V16,0.000000,0.016204
5,5,V17,0.006250,0.016204
5,5,V18,0.001250,0.016204
5,5,V19,0.000625,0.016204
5,5,V20,0.001875,0.016204
5,5,V21,0.000625,0.016204
5,5,V22,0.000000,0.016204
5,5,V23,0.001250,0.016204
5,5,V24,0.000000,0.016204
5,5,V25,0.000625,0.016204
5,5,V26,0.001875,0.016204
5,5,V27,0.001250,0.016204
5,5,V28,0.029375,0.016204
5,5,Amount,0.000625,0.016204
