seed,fold,balanced_accuracy,sensitivity_recall,specificity,precision,f1,auprc
5,1,0.908106,0.818182,0.998030,0.419689,0.554795,0.343698
5,2,0.887719,0.777778,0.997661,0.366667,0.498382,0.285571
5,3,0.886630,0.775510,0.997749,0.372549,0.503311,0.289302
5,4,0.886753,0.775510,0.997995,0.400000,0.527778,0.310590
5,5,0.876373,0.755102,0.997643,0.355769,0.483660,0.269063
