seed,fold,feature,raw_feature_desc,lime_importance,time_to_generate
2,1,V4,V4 > 2.70,0.138604,0.077671
2,1,V16,V16 <= -3.49,0.115382,0.077671
2,1,V1,V1 <= -1.17,-0.091350,0.077671
2,1,V11,V11 > 2.36,0.047729,0.077671
2,1,V5,V5 <= -1.25,-0.042338,0.077671
2,1,V20,V20 <= -0.35,0.039963,0.077671
2,1,V28,V28 <= -0.46,0.038907,0.077671
2,1,V12,V12 <= -5.41,0.025515,0.077671
2,1,V9,V9 <= -1.85,-0.020139,0.077671
2,1,V18,V18 <= -1.75,-0.018562,0.077671
2,2,V8,V8 <= -0.39,0.160193,0.092820
2,2,V4,V4 > 2.55,0.145477,0.092820
2,2,V27,V27 > 2.70,-0.087498,0.092820
2,2,V17,-6.23 < V17 <= -0.51,0.056863,0.092820
2,2,V28,V28 > 1.56,-0.047931,0.092820
2,2,V11,0.79 < V11 <= 2.35,0.032705,0.092820
2,2,V18,-1.80 < V18 <= -0.34,0.026288,0.092820
2,2,V20,0.27 < V20 <= 1.40,-0.021464,0.092820
2,2,V5,-1.34 < V5 <= -0.30,0.020559,0.092820
2,2,V16,-3.59 < V16 <= -0.68,0.018612,0.092820
2,3,V8,V8 > 1.58,-0.167223,0.131391
2,3,V12,V12 <= -5.46,0.145703,0.131391
2,3,V28,V28 > 1.58,-0.048299,0.131391
2,3,V22,V22 <= -0.49,-0.047620,0.131391
2,3,V13,V13 <= -0.53,0.038743,0.131391
2,3,V18,-1.79 < V18 <= -0.34,0.037539,0.131391
2,3,V11,0.78 < V11 <= 2.39,0.030238,0.131391
2,3,V7,-2.73 < V7 <= -0.62,0.025254,0.131391
2,3,V16,-3.50 < V16 <= -0.67,0.023018,0.131391
2,3,V21,0.45 < V21 <= 1.62,0.020219,0.131391
2,4,V1,V1 <= -1.16,-0.062025,0.083663
2,4,V28,V28 > 1.50,-0.043448,0.083663
2,4,V27,V27 <= -0.40,0.040429,0.083663
2,4,V11,0.78 < V11 <= 2.35,0.039181,0.083663
2,4,V4,-0.04 < V4 <= 0.84,-0.030104,0.083663
2,4,V9,-0.51 < V9 <= 0.15,0.030038,0.083663
2,4,V24,V24 <= -0.53,0.028142,0.083663
2,4,V18,V18 <= -1.75,-0.025999,0.083663
2,4,V20,V20 <= -0.34,0.025167,0.083663
2,4,V8,-0.39 < V8 <= 0.24,0.024519,0.083663
2,5,V10,V10 > 0.08,-0.151514,0.086588
2,5,V17,-6.16 < V17 <= -0.53,0.054638,0.086588
2,5,V18,V18 <= -1.85,-0.047043,0.086588
2,5,V3,V3 > 0.07,-0.047008,0.086588
2,5,V6,V6 > 0.24,0.035846,0.086588
2,5,V20,V20 > 1.37,-0.032932,0.086588
2,5,V7,-2.75 < V7 <= -0.63,0.028036,0.086588
2,5,V12,-5.48 < V12 <= -0.98,0.026525,0.086588
2,5,V11,0.77 < V11 <= 2.42,0.025664,0.086588
2,5,V16,-3.55 < V16 <= -0.69,0.023998,0.086588
