seed,fold,balanced_accuracy,sensitivity_recall,specificity,precision,f1,auprc
2,1,0.924137,0.848485,0.999789,0.875000,0.861538,0.742688
2,2,0.893649,0.787879,0.999420,0.702703,0.742857,0.554013
2,3,0.907856,0.816327,0.999384,0.695652,0.751174,0.568195
2,4,0.897783,0.795918,0.999648,0.795918,0.795918,0.633837
2,5,0.877366,0.755102,0.999631,0.778947,0.766839,0.588606
