seed,fold,feature,shap_importance,time_to_generate
4,1,TA,0.038750,0.037070
4,1,card1,0.020833,0.037070
4,1,card2,0.000417,0.037070
4,1,card3,0.256667,0.037070
4,1,card5,0.052083,0.037070
4,1,PCD,0.270417,0.037070
4,1,M1,0.040000,0.037070
4,1,M2,0.034167,0.037070
4,1,M3,0.047083,0.037070
4,1,M4,0.043333,0.037070
4,1,card4,0.003333,0.037070
4,1,card6,0.149583,0.037070
4,1,DT,0.000833,0.037070
4,1,DI,0.001250,0.037070
4,1,M5,0.012500,0.037070
4,1,M6,0.086250,0.037070
4,1,M7,0.016250,0.037070
4,1,M8,0.031667,0.037070
4,1,M9,0.021250,0.037070
4,2,TA,0.015833,0.016022
4,2,card1,0.035417,0.016022
4,2,card2,0.000417,0.016022
4,2,card3,0.033333,0.016022
4,2,card5,0.058750,0.016022
4,2,PCD,0.086667,0.016022
4,2,M1,0.032500,0.016022
4,2,M2,0.048750,0.016022
4,2,M3,0.036667,0.016022
4,2,M4,0.002500,0.016022
4,2,card4,0.020833,0.016022
4,2,card6,0.352500,0.016022
4,2,DT,0.009583,0.016022
4,2,DI,0.008333,0.016022
4,2,M5,0.265000,0.016022
4,2,M6,0.062500,0.016022
4,2,M7,0.008333,0.016022
4,2,M8,0.027083,0.016022
4,2,M9,0.025833,0.016022
4,3,TA,0.000417,0.016053
4,3,card1,0.028750,0.016053
4,3,card2,0.000833,0.016053
4,3,card3,0.064583,0.016053
4,3,card5,0.001667,0.016053
4,3,PCD,0.119583,0.016053
4,3,M1,0.111667,0.016053
4,3,M2,0.039167,0.016053
4,3,M3,0.019583,0.016053
4,3,M4,0.017083,0.016053
4,3,card4,0.008750,0.016053
4,3,card6,0.162083,0.016053
4,3,DT,0.018333,0.016053
4,3,DI,0.023333,0.016053
4,3,M5,0.025000,0.016053
4,3,M6,0.056250,0.016053
4,3,M7,0.016667,0.016053
4,3,M8,0.022500,0.016053
4,3,M9,0.033750,0.016053
4,4,TA,0.014583,0.015565
4,4,card1,0.007083,0.015565
4,4,card2,0.000417,0.015565
4,4,card3,0.003333,0.015565
4,4,card5,0.055833,0.015565
4,4,PCD,0.075000,0.015565
4,4,M1,0.057083,0.015565
4,4,M2,0.079167,0.015565
4,4,M3,0.052917,0.015565
4,4,M4,0.035833,0.015565
4,4,card4,0.004583,0.015565
4,4,card6,0.347917,0.015565
4,4,DT,0.025833,0.015565
4,4,DI,0.005833,0.015565
4,4,M5,0.087083,0.015565
4,4,M6,0.135417,0.015565
4,4,M7,0.026667,0.015565
4,4,M8,0.065833,0.015565
4,4,M9,0.027917,0.015565
4,5,TA,0.020417,0.015606
4,5,card1,0.001250,0.015606
4,5,card2,0.000417,0.015606
4,5,card3,0.024583,0.015606
4,5,card5,0.012917,0.015606
4,5,PCD,0.105417,0.015606
4,5,M1,0.030833,0.015606
4,5,M2,0.009583,0.015606
4,5,M3,0.014167,0.015606
4,5,M4,0.017500,0.015606
4,5,card4,0.000417,0.015606
4,5,card6,0.084583,0.015606
4,5,DT,0.018333,0.015606
4,5,DI,0.020833,0.015606
4,5,M5,0.009167,0.015606
4,5,M6,0.084167,0.015606
4,5,M7,0.005833,0.015606
4,5,M8,0.002083,0.015606
4,5,M9,0.005833,0.015606
